,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,scenario,policy,model
2759,10,211.86088797244904,1.0,0.4135644104343677,269.5413827428214,1.0,0.0062777626340209,53.95012396270055,1.0,0.241118554212193,161.2036870413136,1.0,0.3036079303257021,160.33321383574216,1.5,0.9490583153484624,3.5,8903,policy 1,dikesnet
2764,15,214.67121276768407,10.0,0.8572149307272287,207.59639767205957,10.0,0.1168216521887449,153.7578302686511,1.0,0.7073978789260909,348.7466128409243,1.0,0.1812951627636309,272.41771968935643,1.5,0.8232862488123375,1.5,8908,policy 1,dikesnet
2795,47,33.29763014727456,1.0,0.4803168801778741,200.91262066270787,10.0,0.1004642550632987,203.37496483328303,1.5,0.9921629351517872,247.1797106392158,10.0,0.3186191153930096,72.52784908997987,1.5,0.6634340998162239,3.5,8939,policy 1,dikesnet
2802,17,157.9078799148323,1.0,0.709813615978345,323.01808532509665,1.5,0.1521672173382781,319.21601131515587,1.0,0.913965722107656,209.3367470276917,1.5,0.8066385322781577,270.0103531908434,1.5,0.1595774835176079,4.5,8946,policy 1,dikesnet
2805,82,97.40254109272767,1.0,0.6236981923241085,56.03977176899217,10.0,0.0566607452295575,322.3573212384068,10.0,0.1132793773536988,235.3284538601558,10.0,0.930170560948044,218.8713977963412,1.0,0.607932194317806,4.5,8949,policy 1,dikesnet
2811,74,101.1865088003713,10.0,0.567549951317678,233.20455855508305,1.5,0.038319091212519,344.5933896212157,1.5,0.1558302832921429,164.56955537671178,1.0,0.3769091502193785,97.27307689948118,10.0,0.4260972850368192,4.5,8955,policy 1,dikesnet
2822,80,124.9953413769029,1.5,0.6501687327019888,218.07102351100545,10.0,0.0148439301154032,141.5959414471826,10.0,0.9803678915123308,181.47399271456905,1.0,0.7618762170328519,131.60164537908005,1.5,0.007667557887939,2.5,8966,policy 1,dikesnet
2824,84,337.3144438712293,1.0,0.4555036615273182,337.8010699444581,10.0,0.132834963403984,291.9357444237005,1.0,0.7429969237489457,325.52854958825753,1.0,0.5290791325690462,218.52493481529368,1.5,0.4770741330701722,3.5,8968,policy 1,dikesnet
2831,84,132.46442196952157,10.0,0.7787460681758201,306.3516330739456,10.0,0.0863960660824168,75.55690131767358,10.0,0.4427951652261141,280.5805888799516,1.5,0.9091110980372736,259.0534598961932,1.5,0.3182455025131327,4.5,8975,policy 1,dikesnet
2832,41,44.573735583124254,1.5,0.6450990063329958,94.17086899079575,10.0,0.0750581782462143,307.57750823676395,1.5,0.47997849078002,232.3228287200779,10.0,0.6874840047255524,349.0526719432619,10.0,0.6850695747645201,3.5,8976,policy 1,dikesnet
2833,123,266.6418043879511,1.5,0.9188980354873308,304.606900336712,10.0,0.1450170254610039,195.55831856920597,10.0,0.0701880986659703,178.57200307804337,10.0,0.243939655783015,130.99637003700616,1.0,0.2459018193066071,4.5,8977,policy 1,dikesnet
2848,34,313.35594239708666,1.5,0.4997149856571704,79.38378176780401,10.0,0.131895954087464,109.05865839017748,1.0,0.3814025495673754,119.23270242608724,1.5,0.1689781453176679,32.22734497467687,1.5,0.3981904632788332,4.5,8992,policy 1,dikesnet
2851,34,96.13192148244369,1.0,0.6709967451444189,104.51977420327565,1.0,0.0054440935614145,262.9907868760886,1.5,0.4822956496284851,69.33596699682033,1.5,0.7339483498788194,168.46427169675172,1.0,0.3002830771116912,3.5,8995,policy 1,dikesnet
2856,78,186.5370895841244,1.0,0.896267532223071,65.15656913350787,1.5,0.151056412740971,77.46451669791924,1.5,0.9897925774791914,159.04747272233217,10.0,0.375418124906145,109.39344393139189,1.5,0.7068086878202471,3.5,9000,policy 1,dikesnet
2857,21,48.51691447426718,10.0,0.7513038883483497,98.6545681349736,10.0,0.1655556180879822,171.6735852041234,1.0,0.1569287344969731,289.6701320152783,10.0,0.1864783252603019,70.95027953640688,1.0,0.1282040994144129,1.5,9001,policy 1,dikesnet
2880,5,333.74882748545315,10.0,0.8904212047677964,181.6292294169828,1.0,0.1875406500940686,199.3674479307259,10.0,0.8194621782704216,305.38498369343506,1.5,0.1880457875635564,106.42702870269808,10.0,0.4267012986915942,3.5,9024,policy 1,dikesnet
2887,79,145.73630754301104,1.5,0.7284203115658257,60.7543479693792,1.0,0.0190295121531394,153.39300502558262,1.0,0.3419286367364242,117.3859090145418,1.0,0.9476516777501428,125.61543087234796,1.5,0.5019944906589057,4.5,9031,policy 1,dikesnet
2908,80,63.9309097511913,10.0,0.7408783820944377,327.16805453084567,10.0,0.200091482691907,119.34540205040358,10.0,0.8457266268589081,186.06132245629053,1.0,0.5945296603570976,99.49928037805364,1.5,0.3232831916161732,2.5,9052,policy 1,dikesnet
2909,26,198.89328685422305,1.5,0.7866415304610398,180.46585801109867,1.5,0.0336980515104619,179.52037907546395,10.0,0.8621449827673672,345.6837746648262,1.0,0.3171312128940413,134.0342263735878,10.0,0.7995446474123161,1.5,9053,policy 1,dikesnet
2926,53,77.2346037911719,10.0,0.9262822123344384,337.56434008067725,10.0,0.1299287784947865,331.71693345814754,1.0,0.7781352309157559,151.01338649602272,1.0,0.116699913005696,225.2478530417285,10.0,0.2827100279378185,3.5,9070,policy 1,dikesnet
2945,90,108.9912851850694,1.0,0.8176948331075687,186.00159337301997,10.0,0.0150720202917563,225.795862735196,10.0,0.0300317961093239,287.1991004843575,10.0,0.8009544140577807,244.68747874918355,1.5,0.513461969543996,3.5,9089,policy 1,dikesnet
2949,92,203.59672473936763,10.0,0.6945249130119875,327.0693297601264,10.0,0.0678841477753963,117.28295260098376,10.0,0.4001675852647323,118.52585372308452,10.0,0.4714287216718857,294.76534255872474,1.5,0.1344561989232505,1.5,9093,policy 1,dikesnet
2974,129,244.94616023652603,1.5,0.5043622321575211,332.901467268637,1.0,0.1688930883827241,269.89489550517897,1.5,0.507367187910726,245.71757151730975,10.0,0.8400102899987915,149.519087598902,1.0,0.7624550469644077,3.5,9118,policy 1,dikesnet
2997,4,271.3260617149107,1.0,0.6541348867014273,237.52875011108097,1.5,0.0472472475100604,138.31720878667244,1.0,0.5243012850829892,97.58927700504375,1.0,0.1016967893728885,339.53730102702536,1.0,0.7298578977568324,2.5,9141,policy 1,dikesnet
3005,34,97.51065221110632,1.5,0.8020333973616233,262.73092604984834,10.0,0.0569075261124102,43.1712748945262,1.0,0.8197526894053973,59.70791347281336,1.5,0.3544832556927873,308.9088501651208,1.0,0.0597882065155923,1.5,9149,policy 1,dikesnet
3023,25,171.17173381027067,10.0,0.8230766011765982,69.08055842919481,1.0,0.1397880503610355,135.3983129841674,10.0,0.8930814903928976,291.14099635987407,10.0,0.6581626426732121,125.02758173232864,10.0,0.0617641583700641,4.5,9167,policy 1,dikesnet
3032,46,153.06847450038302,1.0,0.9140674060506726,208.22633454718877,1.5,0.1325624906862887,271.1555415183531,1.5,0.7741484239077768,36.07957196461134,1.5,0.6537854678183608,300.27633142662984,1.5,0.764036461845525,1.5,9176,policy 1,dikesnet
3039,83,334.1762720967493,1.0,0.428638415116387,248.55874667681337,1.5,0.0852631659454541,191.29675286098148,10.0,0.6529084003667439,208.131422751154,1.0,0.2926095166327861,52.11119830018352,1.0,0.7066216004328195,1.5,9183,policy 1,dikesnet
3042,119,253.04403475245863,1.0,0.4950222562290465,283.1664153654221,10.0,0.1668931710839178,48.29817902539061,1.5,0.819898907600707,116.42876278755725,1.5,0.5719107266054622,209.09241906461816,1.5,0.3530191450068235,4.5,9186,policy 1,dikesnet
3052,105,233.95344182769583,1.5,0.4963985637854342,346.53168030414133,1.0,0.1961108731281123,67.57206791762115,1.0,0.4475382880635558,219.9860366968184,1.5,0.4076189757745605,252.939458742854,10.0,0.4566617412827455,2.5,9196,policy 1,dikesnet
3066,107,101.08684445718865,10.0,0.7532140359936896,228.0741492558024,1.0,0.1692953945913079,209.3956221016568,10.0,0.4147273982213501,307.92159220508574,10.0,0.6369902183243593,186.5825597050291,1.5,0.3829979583836136,2.5,9210,policy 1,dikesnet
3074,37,55.20990095739207,10.0,0.8489242787110755,78.1290674743938,10.0,0.1664476700897859,190.93005153266063,1.0,0.6068589452247585,147.603609310412,1.0,0.6655770614934298,246.5176029593129,1.5,0.1956936121308728,3.5,9218,policy 1,dikesnet
3097,109,93.27644267954572,10.0,0.7180046154876055,138.77349253675243,10.0,0.1307978219647927,226.3655525716392,1.0,0.1929541167283527,314.1607320367982,1.5,0.7568172772523482,98.37283453230356,10.0,0.0450822856442826,2.5,9241,policy 1,dikesnet
3099,78,38.17354683083877,1.0,0.737503252196703,42.32752197156774,10.0,0.0556875037631233,344.7177487842417,10.0,0.0033777025628063,305.11224496594315,1.0,0.4242673257695487,194.19088867392276,1.5,0.1879335825825248,3.5,9243,policy 1,dikesnet
3110,48,293.8430693216963,1.0,0.8601669508538687,204.818371452204,1.5,0.0364451399765935,167.80408770441466,10.0,0.3091532107409625,283.5857150752781,1.0,0.7377954143293681,148.64173469042106,10.0,0.6314319338482699,3.5,9254,policy 1,dikesnet
3117,130,145.86145694697728,10.0,0.5640518940282929,325.59167414421626,1.5,0.0098921210315127,182.34449040907103,1.0,0.4938356733271881,148.83283378654377,1.0,0.1298684188778645,204.58707841711183,1.5,0.8723214998020952,3.5,9261,policy 1,dikesnet
3133,39,240.81190897421223,1.0,0.5930461574704536,167.05449830939006,1.0,0.0535905856722098,163.65552427044005,10.0,0.1956775756562803,189.27140223679305,10.0,0.1510794856209071,253.4895819783492,1.0,0.8854020590930891,4.5,9277,policy 1,dikesnet
3165,77,159.07847929349228,10.0,0.6710449114733024,241.0461155899509,1.5,0.0617799169493051,298.40013675875934,1.5,0.6520537915560588,48.75263331510424,10.0,0.3021317513031175,44.07275281346745,10.0,0.2718569370277608,1.5,9309,policy 1,dikesnet
3166,90,328.83688906154475,1.0,0.4376474606822409,237.1552602372039,1.0,0.1087488809463912,73.34746289346825,1.0,0.6914430780639913,296.78798617013854,1.5,0.3091502502839007,341.36212485263053,1.5,0.250179116621544,2.5,9310,policy 1,dikesnet
3169,55,323.7891438559665,1.5,0.424401812475921,129.42911625744256,1.0,0.1963851522531995,268.9047133235773,1.5,0.7456150770341727,70.53395369578115,1.0,0.8002442030820243,97.24164065941814,1.5,0.5015269570236398,2.5,9313,policy 1,dikesnet
3172,24,295.9665226699336,1.5,0.7260368102714402,222.12011445583727,10.0,0.0274748945370121,135.84551933023988,10.0,0.9065145002479972,38.68289139255662,10.0,0.0773040774056773,188.90470374578217,10.0,0.7617820379135036,3.5,9316,policy 1,dikesnet
3174,84,152.13466853804894,1.0,0.444739601469273,228.4632358506176,1.0,0.1007661170065666,39.79824829232119,10.0,0.7669351758282786,275.99169323974763,1.5,0.7240368686751818,97.09855940122952,1.5,0.456501656019025,4.5,9318,policy 1,dikesnet
3177,34,349.4478945795618,1.5,0.6317958241527981,79.92900499780973,10.0,0.1763844920039503,287.5978420266169,1.5,0.3895679447667072,155.94030821773325,10.0,0.2779150283400436,222.1372246528192,1.5,0.888024037354522,4.5,9321,policy 1,dikesnet
3179,111,131.97179181342332,1.5,0.5970259084693768,334.5279071298121,1.0,0.0145787523771331,178.32069775953062,1.0,0.7576242711570678,234.74744327646604,1.5,0.9681908210924888,334.1032716390385,10.0,0.5486004575051023,3.5,9323,policy 1,dikesnet
3185,27,330.54830750394143,1.0,0.8359818560524885,156.70130929303474,1.0,0.0512387488527689,133.9618781887142,10.0,0.1071902830902082,175.91549703396646,1.5,0.7515619518031704,92.27039986919398,10.0,0.5146663197814909,2.5,9329,policy 1,dikesnet
3186,17,235.7221016845709,1.5,0.4872830683404225,230.3677662486405,10.0,0.1608375074267315,280.859937823954,1.5,0.697726937122058,179.62362489790874,10.0,0.3126985568699105,86.27759471778501,1.5,0.3432286460350935,1.5,9330,policy 1,dikesnet
3190,100,271.00071660792497,1.0,0.6937055942782754,154.30778816910924,10.0,0.1188520538376203,309.2294068235818,10.0,0.3111749127225836,101.40405270125788,1.5,0.3469093901878504,222.96302016035213,10.0,0.6434076278488822,3.5,9334,policy 1,dikesnet
3204,45,226.3190112012101,10.0,0.8563336042110281,317.4747322632041,1.0,0.1835742761948301,60.994507123479096,1.0,0.3984136876818422,66.41272691451113,1.5,0.3347439086141095,283.5730662624498,10.0,0.5717946773133599,4.5,9348,policy 1,dikesnet
3209,4,153.45794342459186,1.0,0.8766720021745017,184.7366786514407,10.0,0.1441654727744577,219.28707284234576,1.0,0.0630148072847805,31.54286822188941,10.0,0.2636100876587821,191.15688979393076,10.0,0.0186057974489076,4.5,9353,policy 1,dikesnet
3219,21,33.4841693647525,1.5,0.8684743148003551,123.04840465554912,1.0,0.0552263491054232,249.50709061277556,10.0,0.7942413124615355,295.40745076358087,1.0,0.0757878903975342,346.6959174238506,10.0,0.8401656941966851,3.5,9363,policy 1,dikesnet
3230,42,347.9132584510883,1.0,0.6736988488877236,95.93433397799934,10.0,0.0635239948080857,64.20841887411241,1.5,0.0668188947261771,116.27586839256672,1.5,0.827195745993369,62.636987264840286,10.0,0.4664535965020565,1.5,9374,policy 1,dikesnet
3242,112,318.70419322379394,10.0,0.7782019270143179,298.2051059427247,1.5,0.0200285989313905,41.77174773316701,1.0,0.1594407213747318,104.4416860745744,1.0,0.5087594457191967,138.09062903408494,1.0,0.162645942775632,1.5,9386,policy 1,dikesnet
3245,34,73.61309650979032,1.0,0.8416945210605684,255.3038324520656,1.5,0.1941024463778743,122.87242545464244,10.0,0.0243382247846645,269.3869949766537,1.5,0.4853903875981837,185.3176523990178,1.5,0.8132427493919338,2.5,9389,policy 1,dikesnet
3285,122,181.47662614123388,10.0,0.530826083884367,249.3307507879355,1.5,0.1666543636047882,37.45112803884471,10.0,0.8020817016731551,34.55154139959253,10.0,0.7722866876986706,313.2777885400485,1.5,0.946145994564924,3.5,9429,policy 1,dikesnet
3292,130,41.49642016930936,1.5,0.7419957057504538,240.2163063434525,10.0,0.0241751925377275,244.637126594784,10.0,0.5981597820692097,43.90816861298371,10.0,0.5842112912575426,335.47260813429074,10.0,0.0672232306526866,4.5,9436,policy 1,dikesnet
3294,69,134.2635729695226,10.0,0.4563609731426008,37.92346204165219,1.0,0.088597024814786,68.68396206310524,1.0,0.5295607288748422,53.77297478849049,10.0,0.1757488119227938,69.28543959251238,1.5,0.3036431967985737,2.5,9438,policy 1,dikesnet
3330,106,127.98203230399623,10.0,0.9233249628103916,180.5839861149974,10.0,0.1362518311062557,52.08198502836467,1.0,0.6936543429309244,244.0509831212667,1.0,0.954138998549586,161.6724151039057,1.5,0.6679408611890659,4.5,9474,policy 1,dikesnet
3348,63,329.85942552522835,1.5,0.4989813087012679,112.28983689748128,1.0,0.1525726494232147,91.85131565321936,1.5,0.0802343362058318,253.60366705362756,1.0,0.8191612705596308,254.8003908576207,1.0,0.7462038834547559,1.5,9492,policy 1,dikesnet
3350,6,312.18168330808004,10.0,0.7329969913734645,246.733321332012,1.5,0.1635895747020302,331.3235952027753,1.5,0.2356532720478143,185.3392353689369,10.0,0.2834477101636251,213.61974401306907,1.5,0.8557684924021247,2.5,9494,policy 1,dikesnet
3356,29,146.6304672655764,1.0,0.4463989804267353,195.82297025944607,10.0,0.0493052277065938,83.09389238237372,1.5,0.0883190866979792,77.90684094227231,1.0,0.7307842164359589,43.761913175671374,1.5,0.6573177203471421,2.5,9500,policy 1,dikesnet
3362,34,70.34073976144936,10.0,0.907689892629548,348.979781137397,1.0,0.1241777423545665,211.13442314507225,10.0,0.9776452340842552,331.26567764379666,10.0,0.2506581399502371,57.061223936626526,1.5,0.8308535423310759,4.5,9506,policy 1,dikesnet
3371,68,111.86566972459546,1.0,0.7698187702310035,260.0766887727008,1.0,0.136484670146849,292.4453743856206,1.5,0.2890556097664722,239.22339309598692,10.0,0.6210559767179328,38.06667757067666,1.0,0.6035432355012708,2.5,9515,policy 1,dikesnet
3376,131,42.9049839297701,1.0,0.9385652859747532,325.2111681826346,10.0,0.153548926590503,178.0683912646042,1.5,0.5033866218731899,50.02726650014532,1.0,0.7321919814367333,35.82423119037015,1.5,0.8527003933659973,2.5,9520,policy 1,dikesnet
3382,62,218.96608337020783,1.0,0.8443364847445347,229.82953601734533,1.0,0.1842213566661367,86.92537263245018,1.5,0.8323406480361049,285.26293971343136,1.5,0.116026640913356,136.70000266319926,10.0,0.1154144561620944,1.5,9526,policy 1,dikesnet
3383,50,144.98483782256443,10.0,0.5940289690960645,215.96083512786808,1.5,0.1345571045983531,335.5974499421693,10.0,0.5925096577374644,32.00804244056926,10.0,0.7077673150622709,346.95317695619536,10.0,0.721169134480546,4.5,9527,policy 1,dikesnet
3384,85,240.3443109061485,1.0,0.4846685605116105,162.37943462182096,10.0,0.0083444810797577,50.58885789126951,1.5,0.4787282462774473,269.4679560832644,10.0,0.2415491737969238,211.63437877667533,1.5,0.9233201226104844,4.5,9528,policy 1,dikesnet
3386,95,156.90768134952188,1.5,0.5315925039950382,218.31966342315235,10.0,0.0903898163197524,312.4580413573062,1.0,0.9632339486926782,192.2351055098653,10.0,0.7008979278328403,165.23071282434685,1.0,0.4557307074621047,2.5,9530,policy 1,dikesnet
3397,74,177.97383251630163,10.0,0.7186690827642103,344.02998439649645,1.5,0.1109832067134023,95.90670873023988,1.0,0.9883064608296396,224.25971189754472,1.0,0.4883502872307209,103.57041094194348,1.0,0.7558410617793699,2.5,9541,policy 1,dikesnet
3407,46,321.3020382641808,1.0,0.819045572814755,255.3854245266292,1.5,0.0674161848552707,153.54427695238925,1.5,0.9193080539621404,219.4944645269117,1.5,0.5458124385365848,155.41840278764977,1.5,0.4309931147507149,4.5,9551,policy 1,dikesnet
3413,110,154.9172979302897,1.5,0.8046300755797231,31.99485284322912,1.5,0.0047933890225339,221.0898852449603,10.0,0.4669153507512606,207.06685309405088,1.5,0.511346384425815,324.96732279810885,1.0,0.6430817698575129,1.5,9557,policy 1,dikesnet
3429,20,74.82383899904775,1.5,0.6537933884438135,330.06024717848527,1.0,0.0797049158501218,241.24379046423064,10.0,0.9970446301038304,55.646968313792335,10.0,0.4324397715379628,48.41865766017368,1.0,0.805148626936974,2.5,9573,policy 1,dikesnet
3450,39,252.81249116998143,10.0,0.6650362511539574,231.79866688825757,1.0,0.1274489460381376,293.59169915374,1.0,0.8596811565860609,180.0204103131551,1.0,0.1934886961649173,256.98692078107456,1.0,0.4671186314288063,2.5,9594,policy 1,dikesnet
3456,129,192.17758350000776,10.0,0.8275752499835124,245.6439544095924,1.0,0.0428919746468858,310.7294155225367,1.0,0.7172285850196736,183.24232326697896,1.5,0.8216468867541044,152.91178526807911,1.5,0.3013501871366955,4.5,9600,policy 1,dikesnet
3459,57,321.9085947489354,1.5,0.9418688628854824,48.72920440044848,10.0,0.1358541656482529,253.21460544886943,10.0,0.0914432851894686,221.9584535297406,10.0,0.2367497597299517,292.9189622995908,1.0,0.4448260526099569,2.5,9603,policy 1,dikesnet
3461,61,194.2424690164624,10.0,0.5694989967724197,269.4843998091971,1.0,0.0474157081753132,36.890381160872266,10.0,0.3964087963109519,58.85648429800558,1.5,0.5649511277222138,338.61334454770423,1.0,0.5856880888353033,1.5,9605,policy 1,dikesnet
3466,112,108.20614838774932,1.0,0.4777668002171866,336.03937408934723,10.0,0.1925338884640665,142.34579860133024,1.5,0.5567280919651549,222.62411993971335,10.0,0.1909004319976888,140.85565074722228,1.5,0.4747759259823335,2.5,9610,policy 1,dikesnet
3469,65,54.38856425288398,10.0,0.5303328337934256,272.2550222838892,1.5,0.0731469614524893,167.5920758767517,1.0,0.9282821695477634,68.50080415459922,10.0,0.1294137387252438,31.852992792097897,1.5,0.8873332423393279,4.5,9613,policy 1,dikesnet
3483,13,320.73553221087946,1.0,0.4934977320961184,191.2759598402834,10.0,0.0484230661642003,242.68154599003776,10.0,0.5245894479697477,229.2497184825354,1.5,0.948728253408395,57.6679751473373,10.0,0.6902361632118547,3.5,9627,policy 1,dikesnet
3490,75,297.8051417068801,10.0,0.7997979266372808,150.05931405318628,1.5,0.0178693397226976,247.0422156335834,10.0,0.5700838842850324,106.04995935041516,10.0,0.7262061466230446,337.8278506207086,1.5,0.3318249959574469,4.5,9634,policy 1,dikesnet
3491,2,128.33070390843025,1.5,0.5220513044850265,342.9903431380075,1.0,0.1868703378753334,237.67194486742335,1.0,0.5668251336297453,252.051101939151,1.0,0.017127288583075,198.7597160913453,1.0,0.5908688518850116,3.5,9635,policy 1,dikesnet
3505,114,246.4121003657391,10.0,0.7577407599092929,165.27592881064348,10.0,0.0563557145448221,178.97399109993592,1.0,0.2833960083348479,329.8719896772848,1.0,0.9809360204857306,106.87980851207652,1.5,0.3993122914853986,2.5,9649,policy 1,dikesnet
3528,69,235.62585695281172,1.0,0.8390634373001019,30.27675184436242,10.0,0.0167530381121895,35.16952478482672,1.5,0.3756790017990794,38.28961887747112,1.5,0.1695448455267466,175.52514454906,10.0,0.3522959029330463,1.5,9672,policy 1,dikesnet
3538,110,85.98488608058858,1.5,0.5682705780985927,47.27957643930408,10.0,0.1909690192018824,162.01448766533093,10.0,0.4490941966105367,32.48494673166853,1.5,0.4993445765116209,83.66660122288012,10.0,0.8320471221056637,2.5,9682,policy 1,dikesnet
3542,113,190.02917142169025,1.0,0.8209328905933225,101.5771213228018,10.0,0.0138261520179795,63.79565189711015,1.0,0.5918727799820737,190.7849706989178,1.5,0.3206090254333293,267.46411384637787,10.0,0.889395397099411,3.5,9686,policy 1,dikesnet
3554,96,141.71787259496875,10.0,0.4981678301044906,221.09751344708175,10.0,0.0595266944383508,277.32948753647406,10.0,0.9704814914168248,90.56701027294632,1.5,0.9898504254158847,115.96834683783504,1.5,0.7318814542176336,2.5,9698,policy 1,dikesnet
3557,50,73.3874883012233,10.0,0.590684906124568,84.0542080485732,1.5,0.1652373937288136,292.8705386680102,10.0,0.3346958138591629,210.61499717670893,1.5,0.5161500666938006,341.9322300499728,1.0,0.2515152750154432,4.5,9701,policy 1,dikesnet
3582,121,87.9250439207489,10.0,0.6642895009165111,81.90613495166647,1.5,0.0389165352660974,108.18973214867444,1.5,0.4624929689000868,78.08000233357333,1.5,0.6626322473885543,287.62821730794883,10.0,0.3949255120383034,3.5,9726,policy 1,dikesnet
3584,5,140.31486349938191,10.0,0.6823657846234793,51.10224338325792,10.0,0.011207930965562,68.86245228325902,1.0,0.0678953369041613,187.7545586963988,1.0,0.809715776962093,235.26167376648456,1.0,0.6363723731304598,1.5,9728,policy 1,dikesnet
3593,52,334.51029785016084,1.0,0.9108282114439812,90.38117307628303,1.0,0.0714648675637087,111.26125078073522,1.0,0.9027954420632665,48.08407604881866,1.5,0.8391065291759277,330.0795970850661,10.0,0.8357158979793241,3.5,9737,policy 1,dikesnet
3602,54,286.1651840436763,1.5,0.8991894927463617,178.24835324417407,1.0,0.0970640160994054,187.80546838329272,1.5,0.231691318166777,41.08486797508223,1.0,0.9416756183163784,198.670668182738,1.5,0.8207352154688091,1.5,9746,policy 1,dikesnet
3609,16,302.0479925113167,10.0,0.5817869560807202,284.9417254929934,1.0,0.0757305165647745,202.103990153706,10.0,0.3723694773677781,309.5355116967767,10.0,0.2378089688254379,208.1633449828985,1.0,0.6479096608645601,3.5,9753,policy 1,dikesnet
3611,22,333.2525247880584,10.0,0.733373910885517,98.55220202640147,1.0,0.2018766140501571,82.54581733994755,10.0,0.5647439208491951,315.6838820739412,1.5,0.1622172268544152,166.32685393312238,1.5,0.4786407388061436,4.5,9755,policy 1,dikesnet
3613,35,268.5545491054796,1.5,0.7072043683262409,313.7183077228443,1.5,0.1952324968366529,93.26362652094244,1.0,0.1714244009937727,262.66345413556417,1.0,0.7443181477625108,206.66426800231903,10.0,0.6968482768425133,1.5,9757,policy 1,dikesnet
3617,92,175.8888030864606,1.0,0.5240703149201438,240.68416560246928,1.5,0.1432891629291996,170.6301717917235,1.0,0.7982392922056114,323.579446133706,1.5,0.643950927812966,171.66209126340857,1.0,0.4603371078325664,4.5,9761,policy 1,dikesnet
3620,126,151.9796037817457,10.0,0.6508705235321509,220.83700005889372,1.5,0.054281748821517,70.7834110950476,1.5,0.6662610255995287,256.3126563187328,10.0,0.2449268370766886,294.511077450532,1.0,0.959506838435291,1.5,9764,policy 1,dikesnet
3625,48,129.6652997907696,1.0,0.7590794793136628,256.97628967646153,1.5,0.1780059173930374,47.178691250827626,1.5,0.7409513398019401,124.54919865518336,1.0,0.8168700860489768,187.47430770427096,10.0,0.9403787417465506,3.5,9769,policy 1,dikesnet
3649,61,102.70962309741036,10.0,0.4979694415885492,120.71719749032404,10.0,0.0663514215189123,290.65922731835025,10.0,0.109988286721511,260.12596044508484,1.5,0.1607353131171397,162.93257142952905,1.0,0.3004546681059363,1.5,9793,policy 1,dikesnet
3662,3,47.52095752207419,1.0,0.8482710741440228,175.07971056772502,10.0,0.0015747011620038,152.83955396388626,10.0,0.914822050231522,39.95551215352059,1.5,0.244716372416984,182.9464019691824,1.5,0.2792120056695655,3.5,9806,policy 1,dikesnet
3667,110,88.54292922765794,10.0,0.9327235175718286,291.31107118972864,1.0,0.119887361529625,169.74835933815152,10.0,0.660817216071306,60.61507491594904,10.0,0.7105977802561287,99.35998100032144,1.5,0.0068693917720288,4.5,9811,policy 1,dikesnet
3676,61,260.26719772799606,1.5,0.6454441862712929,54.242067738552464,1.0,0.1400722266162795,229.75332323591255,10.0,0.8502831119205034,117.07121056088631,1.0,0.8176571791742346,320.92083839554056,10.0,0.7970775048817369,1.5,9820,policy 1,dikesnet
3687,88,101.37339016150764,1.0,0.5323265658378303,224.6893443268466,10.0,0.1361983977273761,111.8852941199144,1.5,0.1985770310258567,92.839889750072,10.0,0.0140996015690737,330.7852329441969,1.5,0.1394832585758161,1.5,9831,policy 1,dikesnet
3713,73,51.19872530929622,1.0,0.7864232308775879,164.4147651394604,1.5,0.198974949740984,178.00372800198923,10.0,0.1600270979917885,322.72612841723225,10.0,0.5395789476770284,121.96053162039073,10.0,0.3375446076351562,3.5,9857,policy 1,dikesnet
3717,44,140.9955290118855,1.5,0.6991370516047172,228.7381468701217,1.0,0.1015252160675742,293.32816710810044,10.0,0.7547444376060031,320.7123022061221,1.0,0.7879412633598156,83.09529053803217,1.0,0.6056944818472632,3.5,9861,policy 1,dikesnet
3724,75,92.41219290734948,10.0,0.6840480219936761,140.7729775325744,1.0,0.101263612800847,140.17308458627488,1.5,0.1155413211958046,254.39974168851404,1.0,0.3707428119209536,35.25973496510233,1.5,0.5698587886997485,2.5,9868,policy 1,dikesnet
3745,6,93.15465944182638,10.0,0.7904811911304527,48.859772858443264,10.0,0.1394168593533072,176.13998270088496,1.0,0.3205510628114075,133.38014218396904,1.0,0.4174072577277178,174.3801022713155,1.0,0.0629230296110392,1.5,9889,policy 1,dikesnet
3748,61,82.56254107752241,1.0,0.7296670637933064,138.9823917735925,1.0,0.1811008622964481,98.38571043872548,1.5,0.5897614695079337,279.8949490456988,10.0,0.2812176006612809,181.01920520379824,1.5,0.6258297220494952,3.5,9892,policy 1,dikesnet
3765,74,166.2943002228267,10.0,0.6222047233539021,217.92110799282213,10.0,0.002332104003675,118.38343438282357,1.5,0.8865185870390225,70.29468771058089,1.0,0.3344652683741266,152.1571290492882,10.0,0.7930443730518424,4.5,9909,policy 1,dikesnet
3776,49,72.80310946633924,10.0,0.5845739054998236,70.8554989163026,1.5,0.1382675690181305,246.21222241178535,10.0,0.934310670974326,331.5252935162326,1.5,0.642805854176216,298.5437212391016,1.0,0.2568900748175661,2.5,9920,policy 1,dikesnet
