,0_RfR 0,1_RfR 0,2_RfR 0,3_RfR 0,4_RfR 0,EWS_DaysToThreat,A.1_DikeIncrease 0,A.2_DikeIncrease 0,A.3_DikeIncrease 0,A.4_DikeIncrease 0,A.5_DikeIncrease 0,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
12,0,1,1,1,1,0,0,6,2,6,3,0.0,0.0,0.0,0.0,66045103.44010488,0.0,4763551.732183191,22167818.198803753,0.0033835100566785856,0.0,12586457.0,0.0,0.0,30351526.042379983,0.0,625800000.0,0.0
13,0,1,1,1,0,4,1,2,1,7,2,0.0,32694901.094161935,0.0,7398653.33387086,42818415.6714978,0.0003391028051691978,23871238.69213507,20299287.62732069,0.0020194942122780096,0.0,14261651.0,0.0,0.0,27578229.96765524,0.0,369700000.0,663.1832224483946
14,0,0,1,0,1,1,9,7,4,2,5,0.0,85264360.79025151,0.0,0.0,73315450.27094865,0.0,0.0,26403379.542306438,0.0,2261743.0726464693,7332080.0,0.00018208026870126408,0.0,36676675.840294495,0.0,286800000.0,27.2522776635882
15,1,0,1,0,1,1,5,4,6,3,10,0.0,53972506.18695759,0.0,0.0,53358573.6002109,0.0,0.0,31398797.71871161,0.0,319969.5761062933,8453407.0,2.6597873399634116e-05,0.0,58176627.77592012,0.0,371400000.0,3.7372168817352605
16,1,1,1,1,1,1,3,7,5,3,7,0.0,42291505.65437629,0.0,0.0,73315450.27094865,0.0,0.0,28798397.130608946,0.0,0.0,8453407.0,0.0,0.0,44193513.54513965,0.0,710400000.0,0.0
17,1,0,0,0,0,0,4,9,9,4,4,0.0,47847947.961454235,0.0,0.0,89992006.20155807,0.0,0.0,40609051.370577164,0.0,0.0,9695195.0,0.0,2968793.2575035314,33377116.55719709,0.0010884832267253968,84600000.0,0.0
18,0,0,0,1,0,4,4,6,9,3,10,0.0,47847947.961454235,0.0,0.0,66045103.44010488,0.0,0.0,40609051.370577164,0.0,0.0,8453407.0,0.0,0.0,58176627.77592012,0.0,121200000.0,0.0
19,0,0,0,1,1,2,1,4,2,2,2,32962218.576296084,32694901.094161935,0.0013958011981896634,0.0,53358573.6002109,0.0,24274606.536736473,22167818.198803753,0.0026011997357477798,0.0,7332080.0,0.0,0.0,27578229.96765524,0.0,377300000.0,514.7340701416058
20,1,0,0,0,1,2,0,8,5,6,7,0.0,0.0,0.0,0.0,81277411.11097889,0.0,0.0,28798397.130608946,0.0,0.0,12586457.0,0.0,0.0,44193513.54513965,0.0,340700000.0,0.0
21,0,0,1,0,0,4,9,8,10,3,4,0.0,85264360.79025151,0.0,0.0,81277411.11097889,0.0,0.0,44215020.369581826,0.0,1231955.3601930626,8453407.0,3.439617116369165e-05,2968793.2575035314,33377116.55719709,0.00013061798720704764,30700000.0,117.97981825625307
22,1,0,1,1,1,0,5,6,4,6,5,0.0,53972506.18695759,0.0,0.0,66045103.44010488,0.0,0.0,26403379.542306438,0.0,0.0,12586457.0,0.0,0.0,36676675.840294495,0.0,492600000.0,0.0
23,0,1,1,0,0,2,3,6,0,2,2,0.0,42291505.65437629,0.0,0.0,66045103.44010488,0.0,57446147.58211598,0.0,0.006044661753521797,1924638.334616495,7332080.0,6.389462104502653e-05,6376388.5045362795,27578229.96765524,0.0003454938955121275,248500000.0,967.8883332796438
24,0,1,0,0,1,0,4,1,6,1,1,0.0,47847947.961454235,0.0,30527273.493285257,38245121.951764055,0.011522468795849831,0.0,31398797.71871161,0.0,1953345.8736139399,6320800.0,0.00040299144434065184,52988394.06468416,25037214.086173728,0.018923397036982797,473900000.0,0.0
25,0,0,0,0,0,2,4,0,5,8,0,0.0,47847947.961454235,0.0,69084207.20430283,0.0,0.0038176048620978662,0.0,28798397.130608946,0.0,0.0,16108916.0,0.0,16892432.05996366,0.0,0.0008928727680212508,0.0,1523.3114279127597
26,1,0,1,0,0,2,2,5,0,3,3,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,57446147.58211598,0.0,0.006044661753521797,0.0,8453407.0,0.0,0.0,30351526.042379983,0.0,115300000.0,803.5088947981355
27,0,0,0,0,1,3,6,6,6,3,2,0.0,60717312.84309486,0.0,0.0,66045103.44010488,0.0,0.0,31398797.71871161,0.0,319969.5761062933,8453407.0,8.86595779987804e-06,52593518.25230512,27578229.96765524,0.0022913019188797712,256100000.00000003,1288.2778288431587
28,1,0,1,1,1,0,4,3,0,4,3,0.0,47847947.961454235,0.0,999568.6598821825,47842699.56310011,0.00038701743253276603,47268770.02482764,0.0,0.033019781334194934,0.0,9695195.0,0.0,0.0,30351526.042379983,0.0,492600000.0,0.0
29,0,1,0,0,1,3,10,7,4,3,0,0.0,95107331.23784721,0.0,0.0,73315450.27094865,0.0,0.0,26403379.542306438,0.0,319969.5761062933,8453407.0,8.86595779987804e-06,145945672.41509524,0.0,0.0062681483500347,473900000.0,3604.309306429761
30,0,1,0,1,1,1,0,4,4,6,8,0.0,0.0,0.0,0.0,53358573.6002109,0.0,0.0,26403379.542306438,0.0,0.0,12586457.0,0.0,0.0,48463701.69719181,0.0,595100000.0,0.0
31,0,1,0,0,0,1,0,3,9,3,3,0.0,0.0,0.0,5594791.473197666,47842699.56310011,0.000783951117230376,0.0,40609051.370577164,0.0,0.0,8453407.0,0.0,5013728.654489608,30351526.042379983,0.0006566888509551259,217800000.0,115.84880981644366
32,0,1,0,1,1,2,6,4,2,1,3,0.0,60717312.84309486,0.0,0.0,53358573.6002109,0.0,24274606.536736473,22167818.198803753,0.0026011997357477798,1485219.5473192611,6320800.0,4.634190673368311e-05,0.0,30351526.042379983,0.0,595100000.0,364.74820972832975
33,1,1,0,1,0,3,4,1,4,2,3,0.0,47847947.961454235,0.0,20777296.815058846,38245121.951764055,0.0009470877580890572,0.0,26403379.542306438,0.0,0.0,7332080.0,0.0,0.0,30351526.042379983,0.0,423600000.0,438.2116130664614
34,1,1,1,0,0,4,6,5,2,3,8,0.0,60717312.84309486,0.0,0.0,59410102.93073928,0.0,10384998.460263534,22167818.198803753,0.0008884684008505164,0.0,8453407.0,0.0,0.0,48463701.69719181,0.0,333100000.0,206.98578320447297
35,0,0,1,1,0,0,7,1,4,0,6,0.0,68139002.95605196,0.0,20512906.18042232,38245121.951764055,0.007699613146319682,0.0,26403379.542306438,0.0,11637325.144316684,0.0,0.0022655703124894984,0.0,40273672.383724004,0.0,151900000.0,0.0
36,1,1,1,1,1,2,2,3,9,2,8,0.0,37255203.23710208,0.0,999568.6598821825,47842699.56310011,5.805261487991491e-05,0.0,40609051.370577164,0.0,451862.4475164496,7332080.0,1.480978159728261e-05,0.0,48463701.69719181,0.0,710400000.0,26.100193806019934
37,1,1,1,0,1,3,2,7,10,2,7,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,0.0,44215020.369581826,0.0,2261743.0726464693,7332080.0,6.0693422900421364e-05,0.0,44193513.54513965,0.0,589200000.0,56.20782268115067
38,1,0,0,0,0,4,7,4,1,1,1,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,58520554.971645035,20299287.62732069,0.004999448624079007,5604364.113656514,6320800.0,0.00014326987915512182,63266392.68986417,25037214.086173728,0.0027159099927109172,84600000.0,3157.568558921264
39,0,1,1,1,0,1,1,2,7,3,10,0.0,32694901.094161935,0.0,7398653.33387086,42818415.6714978,0.0010173084155075934,0.0,34221561.73832255,0.0,0.0,8453407.696608048,0.0,0.0,58176627.77592012,0.0,369700000.0,75.5272999998288
40,0,1,0,1,1,4,6,5,2,0,2,0.0,60717312.84309486,0.0,0.0,59410102.93073928,0.0,24274606.536736473,22167818.198803753,0.0020809597885982235,7632928.505305265,0.0,0.00017806850062103982,0.0,27578229.96765524,0.0,595100000.0,731.2955483615503
41,0,0,0,0,0,0,4,5,3,10,7,0.0,47847947.961454235,0.0,0.0,59410102.93073928,0.0,14253312.87906401,24198032.45136138,0.010287485612813,0.0,20384338.443195168,0.0,0.0,44193513.54513965,0.0,0.0,0.0
42,1,0,1,0,0,2,2,6,0,2,3,0.0,37255203.23710208,0.0,0.0,66045103.44010488,0.0,57446147.58211598,0.0,0.006044661753521797,1924638.334616495,7332080.219521779,6.389462104502653e-05,0.0,30351526.042379983,0.0,115300000.0,842.3815638164973
43,0,1,1,0,1,0,0,6,2,6,0,0.0,0.0,0.0,0.0,66045103.44010488,0.0,10367697.130906304,22167818.198803753,0.007381933398380051,0.0,12586457.998778107,0.0,143182812.322412,0.0,0.05117162253867327,504600000.0,0.0
44,1,0,0,0,0,1,0,8,6,0,1,0.0,0.0,0.0,0.0,81277411.11097889,0.0,0.0,31398797.71871161,0.0,18627845.18073121,0.0,0.001353415724182766,30060262.41464402,25037214.086173728,0.003884796687985086,84600000.0,603.3160732576587
45,0,0,1,0,0,4,3,3,9,4,2,0.0,42291505.65437629,0.0,1004549.7265855676,47842699.56310011,4.687793524047808e-05,0.0,40609051.370577164,0.0,0.0,9695195.36216505,0.0,52032977.33971798,27578229.96765524,0.002265423287897961,30700000.0,1503.4209094418873
46,1,0,1,0,1,0,4,1,3,3,5,0.0,47847947.961454235,0.0,20618662.434276935,38245121.951764055,0.0077767270814219965,0.0,24198032.45136138,0.0,0.0,8453407.696608048,0.0,0.0,36676675.840294495,0.0,371400000.0,0.0
47,1,0,1,1,0,1,8,2,1,5,5,0.0,76299088.11882158,0.0,7398653.33387086,42818415.6714978,0.0010173084155075934,23871238.69213507,20299287.62732069,0.00605848263683403,0.0,11068771.68625446,0.0,0.0,36676675.840294495,0.0,236500000.0,275.6086119266056
48,0,0,0,0,0,3,7,4,5,1,4,0.0,68139002.95605196,0.0,0.0,53358573.6002109,0.0,0.0,28798397.130608946,0.0,8957351.482043227,6320800.309666242,0.0002330829935009243,0.0,33377116.55719709,0.0,0.0,228.95426572027415
49,0,1,1,0,0,2,2,8,8,2,2,0.0,37255203.23710208,0.0,0.0,81277411.11097889,0.0,0.0,37285037.900559425,0.0,3984796.698349514,7332080.219521779,0.00013515263201985863,40915319.38448864,27578229.96765524,0.0022201809474635932,248500000.0,883.2127607371002
50,1,0,0,1,1,4,5,1,1,5,0,0.0,53972506.18695759,0.0,20777296.815058846,38245121.951764055,0.0009470877580890572,42823323.916086264,20299287.62732069,0.003633164886113758,0.0,11068771.68625446,0.0,21902101.95055742,0.0,0.0009290388117182455,461900000.0,2008.5316302748708
51,0,0,0,0,1,1,4,5,2,1,6,0.0,47847947.961454235,0.0,0.0,59410102.93073928,0.0,39763529.37108331,22167818.198803753,0.010232517677189634,3543625.738087353,6320800.309666242,0.000269389627953453,0.0,40273672.383724004,0.0,256100000.00000003,373.3766160669725
52,0,1,0,1,1,4,0,3,5,5,0,0.0,0.0,0.0,3806001.5407987228,47842699.56310011,0.00017750046577652242,0.0,28798397.130608946,0.0,0.0,11068771.68625446,0.0,60245850.35148583,0.0,0.002579010152528918,595100000.0,1829.7910729086389
53,1,0,1,1,0,1,2,1,0,2,6,0.0,37255203.23710208,0.0,20512906.18042232,38245121.951764055,0.0027718607326750852,47278792.968578555,0.0,0.01189170319745345,0.0,7332080.219521779,0.0,0.0,40273672.383724004,0.0,236500000.0,610.5270010649957
54,1,0,1,1,1,3,7,1,8,1,6,0.0,68139002.95605196,0.0,20512906.18042232,38245121.951764055,0.0009239535775583617,0.0,37285037.900559425,0.0,1206576.0267393421,6320800.309666242,2.9924188355087055e-05,0.0,40273672.383724004,0.0,492600000.0,466.37049968796424
55,1,0,0,1,0,3,7,3,9,0,5,0.0,68139002.95605196,0.0,3806001.5407987228,47842699.56310011,0.00017750046577652242,0.0,40609051.370577164,0.0,12236712.625612842,0.0,0.00029234098520650447,0.0,36676675.840294495,0.0,205800000.0,415.19238942316457
56,0,1,1,1,1,1,8,3,2,1,5,0.0,76299088.11882158,0.0,999568.6598821825,47842699.56310011,0.00013932627571179576,4763551.732183191,22167818.198803753,0.0012180636204042904,3008205.0021083727,6320800.309666242,0.00022743589277148985,0.0,36676675.840294495,0.0,625800000.0,88.095782643583
57,1,1,0,1,1,3,3,3,4,3,7,0.0,42291505.65437629,0.0,3806001.5407987228,47842699.56310011,0.00017750046577652242,0.0,26403379.542306438,0.0,0.0,8453407.696608048,0.0,0.0,44193513.54513965,0.0,679700000.0,79.68874966189588
58,0,0,0,1,0,2,6,4,3,6,2,0.0,60717312.84309486,0.0,0.0,53358573.6002109,0.0,7173445.5325783435,24198032.45136138,0.0007752091807220012,0.0,12586457.998778107,0.0,4083015.821636487,27578229.96765524,0.00022135279217297686,121200000.0,177.86451735471883
59,0,0,0,0,0,2,4,2,2,0,2,0.0,47847947.961454235,0.0,15262068.649041893,42818415.6714978,0.0008789520377165748,39829552.05212773,22167818.0,0.004276124780932712,18246924.932678737,0.0,0.0005441446670683001,6376388.5045362795,27578229.96765524,0.0003454938955121275,0.0,1332.2685874316157
60,0,0,1,0,0,4,5,9,3,5,2,0.0,53972506.18695759,0.0,0.0,89992006.20155807,0.0,0.0,24198032.0,0.0,0.0,11068771.68625446,0.0,52593518.25230512,27578229.96765524,0.0022913019188797712,30700000.0,1493.9981221953428
61,1,1,1,0,0,0,2,3,0,1,6,0.0,37255203.23710208,0.0,1004549.7265855676,47842699.56310011,0.00039064946033731733,57446147.58211598,0.0,0.040297745023478646,5604364.113656514,6320800.309666242,0.0011939156596260153,0.0,40273672.383724004,0.0,333100000.0,0.0
62,0,0,1,0,0,0,1,2,8,5,4,32962218.576296084,32694901.094161935,0.009305341321264421,9062893.150915725,42818415.6714978,0.0034685109862448264,0.0,37285037.0,0.0,0.0,11068771.68625446,0.0,0.0,33377116.55719709,0.0,30700000.0,0.0
63,1,0,1,1,0,1,3,2,1,2,5,0.0,42291505.65437629,0.0,7398653.33387086,42818415.6714978,0.0010173084155075934,23871238.69213507,20299287.0,0.00605848263683403,294379.27042490226,7332080.219521779,2.3408927614722306e-05,0.0,36676675.840294495,0.0,236500000.0,279.1964935480701
64,0,0,0,1,0,2,2,10,0,2,9,0.0,37255203.23710208,0.0,0.0,99525397.17141615,0.0,89374089.61968811,0.0,0.009414380534979176,0.0,7332080.219521779,0.0,0.0,53114002.716882035,0.0,121200000.0,1248.695157083707
65,0,0,0,1,0,2,1,7,5,5,3,32962218.576296084,32694901.094161935,0.0013958011981896634,0.0,73315450.27094865,0.0,0.0,28798397.0,0.0,0.0,11068771.68625446,0.0,0.0,30351526.042379983,0.0,121200000.0,181.64740664276337
66,0,0,1,1,0,0,1,2,2,5,5,32962218.576296084,32694901.094161935,0.009305341321264421,7398653.33387086,42818415.6714978,0.002825856709743315,4771525.547440742,22167818.0,0.0033936355363707155,0.0,11068771.68625446,0.0,0.0,36676675.840294495,0.0,151900000.0,0.0
67,1,0,0,1,0,1,3,5,0,6,3,0.0,42291505.65437629,0.0,0.0,59410102.93073928,0.0,89374089.61968811,0.0,0.022594513283950016,0.0,12586457.998778107,0.0,0.0,30351526.042379983,0.0,205800000.0,752.1552005021861
68,1,1,1,0,1,3,2,0,1,3,0,0.0,37255203.23710208,0.0,46233862.776345976,0.0,0.0020435952079174142,7876539.335834702,20299287.0,0.0006628944505937517,0.0,8453407.696608048,0.0,74989134.48763645,0.0,0.003175893308393244,589200000.0,2990.6705070453995
69,0,1,1,1,0,1,1,7,7,0,0,0.0,32694901.094161935,0.0,0.0,73315450.27094865,0.0,0.0,34221561.0,0.0,12312624.66279406,0.0,0.0008864827633297881,20082057.7767868,0.0,0.002566734595929286,369700000.0,404.659738987815
70,1,0,1,1,0,0,2,1,5,1,3,0.0,37255203.23710208,0.0,20512906.18042232,38245121.951764055,0.007699613146319682,0.0,28798397.0,0.0,2736979.5316001475,6320800.309666242,0.000574756346774144,0.0,30351526.042379983,0.0,236500000.0,0.0
71,1,0,0,0,0,2,10,6,3,3,1,0.0,95107331.23784721,0.0,0.0,66045103.44010488,0.0,14253312.87906401,24198032.0,0.0015431228419219506,0.0,8453407.696608048,0.0,103239122.02236718,25037214.086173728,0.005564791617417701,84600000.0,2234.4048651167113
72,0,0,1,1,1,3,8,5,2,1,3,0.0,76299088.11882158,0.0,0.0,59410102.93073928,0.0,4763551.732183191,22167818.0,0.0004060212068014302,3008205.0021083727,6320800.309666242,7.581196425716328e-05,0.0,30351526.042379983,0.0,408000000.0,160.74352125992397
73,1,1,0,1,1,1,6,0,1,7,1,0.0,60717312.84309486,0.0,46598492.10311776,0.0,0.006226500822029837,10485540.868974978,20299287.0,0.0026428165195215496,0.0,14261651.781499248,0.0,0.0,25037214.086173728,0.0,679700000.0,568.4557569253476
74,1,0,1,0,0,3,2,7,1,2,5,0.0,37255203.23710208,0.0,0.0,73315450.27094865,0.0,39103302.560639225,20299287.0,0.0033102332355669675,2237900.5048553767,7332080.219521779,5.9703039315252924e-05,0.0,36676675.840294495,0.0,115300000.0,731.457980412925
75,0,0,1,1,0,0,4,0,0,9,5,0.0,47847947.961454235,0.0,29979681.299601305,0.0,0.011123182821288614,32183034.7815433,0.0,0.022371667347001224,0.0,18144080.211109996,0.0,0.0,36676675.840294495,0.0,151900000.0,0.0
76,0,0,1,1,1,4,7,8,1,1,1,0.0,68139002.95605196,0.0,0.0,81277411.11097889,0.0,20438339.564601593,20299287.0,0.0017291095921793211,1485219.5473192611,6320800.309666242,3.707352538694649e-05,13637736.341814792,25037214.086173728,0.0005853401212045782,408000000.0,850.3967019646045
77,0,1,1,1,0,1,8,1,0,1,2,0.0,76299088.11882158,0.0,20512906.18042232,38245121.951764055,0.0027718607326750852,47278792.968578555,0.0,0.01189170319745345,2736979.5316001475,6320800.309666242,0.00020691228483869182,0.0,27578229.96765524,0.0,369700000.0,645.396831687003
78,1,1,0,1,0,2,7,3,6,2,6,0.0,68139002.95605196,0.0,3806001.5407987228,47842699.56310011,0.00022187558222065302,0.0,31398797.0,0.0,814584.1324875166,7332080.219521779,2.696079381715776e-05,0.0,40273672.383724004,0.0,423600000.0,80.6418861642249
79,1,0,0,1,0,1,10,7,1,0,0,0.0,95107331.23784721,0.0,0.0,73315450.27094865,0.0,58129861.37545266,20299287.62732069,0.01481974308540622,11459360.832678434,0.0,0.0007934282213536068,18039691.77499082,0.0,0.0023031924232084044,205800000.0,858.3735472230608
80,1,0,1,0,0,3,10,6,2,3,6,0.0,95107331.23784721,0.0,0.0,66045103.44010488,0.0,10384998.460263534,22167818.198803753,0.0008884684008505164,0.0,8453407.0,0.0,0.0,40273672.0,0.0,115300000.0,177.416385603834
81,1,0,0,0,0,2,10,9,5,5,6,0.0,95107331.23784721,0.0,0.0,89992006.20155807,0.0,0.0,28798397.130608946,0.0,0.0,11068771.0,0.0,0.0,40273672.0,0.0,84600000.0,0.0
82,0,0,0,0,0,0,4,1,2,2,5,0.0,47847947.961454235,0.0,30527273.493285257,38245121.951764055,0.011522468795849831,29254238.96893473,22167818.198803753,0.020861925836680322,560070.376086837,7332080.0,0.00012190638915729068,0.0,36676675.0,0.0,0.0,0.0
83,0,0,0,0,0,0,5,5,0,1,7,0.0,53972506.18695759,0.0,0.0,59410102.93073928,0.0,133145195.4372451,0.0,0.0932852363143033,1516254.129869337,6320800.0,0.0003103133633440924,0.0,44193513.0,0.0,0.0,0.0
84,0,0,1,1,1,3,1,1,5,1,3,32962218.576296084,32694901.094161935,0.0011166409585517305,20512906.18042232,38245121.951764055,0.0009239535775583617,0.0,28798397.130608946,0.0,1206576.0267393421,6320800.0,2.9924188355087055e-05,0.0,30351526.0,0.0,408000000.0,692.0406895876797
85,0,0,0,0,1,3,2,6,5,1,1,0.0,37255203.23710208,0.0,0.0,66045103.44010488,0.0,0.0,28798397.130608946,0.0,5964450.6335597215,6320800.0,0.00015380223308194874,100892063.04479137,25037214.0,0.0043434760414851024,256100000.00000003,2635.0768603102865
86,0,0,0,1,1,1,6,4,0,8,1,0.0,60717312.84309486,0.0,0.0,53358573.6002109,0.0,89222333.0734575,0.0,0.022525138862816037,0.0,16108916.0,0.0,0.0,25037214.0,0.0,377300000.0,751.9466147426431
87,1,0,1,0,1,4,0,0,2,1,4,0.0,0.0,0.0,46233862.776345976,0.0,0.0020435952079174142,0.0,22167818.198803753,0.0,477315.2311889938,6320800.0,1.1570965118095955e-05,0.0,33377116.0,0.0,371400000.0,1163.5616275113046
88,0,0,1,1,0,2,7,2,3,3,0,0.0,68139002.95605196,0.0,7398653.33387086,42818415.6714978,0.0004238785064614973,0.0,24198032.45136138,0.0,0.0,8453407.0,0.0,58540530.553635,0.0,0.003125350289435001,151900000.0,1291.9637120756129
89,0,0,0,0,0,2,4,3,2,5,0,0.0,47847947.961454235,0.0,5594791.473197666,47842699.56310011,0.00032664629884599004,39829552.05212773,22167818.198803753,0.004276124780932712,0.0,11068771.0,0.0,136526126.08125195,0.0,0.007291592280211395,0.0,3359.456374696735
90,1,0,0,1,0,1,3,10,6,3,1,0.0,42291505.65437629,0.0,0.0,99525397.17141615,0.0,0.0,31398797.71871161,0.0,0.0,8453407.0,0.0,33838217.583050475,25037214.0,0.004388720983956024,205800000.0,402.0859700161683
91,1,0,0,0,0,3,2,3,0,0,2,0.0,37255203.23710208,0.0,5594791.473197666,47842699.56310011,0.000261317039076792,133145195.4372451,0.0,0.011194228357716399,8150369.158464457,0.0,0.00018638208803613125,0.0,27578229.0,0.0,84600000.0,2664.4056561647426
92,1,0,1,1,1,0,2,4,4,0,6,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,0.0,26403379.542306438,0.0,7869982.425345527,0.0,0.0015659612980097818,0.0,40273672.0,0.0,492600000.0,0.0
93,1,0,1,0,0,1,8,6,3,7,4,0.0,76299088.11882158,0.0,0.0,66045103.44010488,0.0,0.0,24198032.45136138,0.0,0.0,14261651.0,0.0,2968793.2575035314,33377116.0,0.00039185396162114285,115300000.0,34.751410554993576
94,0,1,0,0,0,1,2,4,7,4,7,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,0.0,34221561.73832255,0.0,0.0,9695195.0,0.0,0.0,44193513.0,0.0,217800000.0,0.0
95,1,0,1,0,1,0,7,7,0,3,5,0.0,68139002.95605196,0.0,0.0,73315450.27094865,0.0,57348474.183067895,0.0,0.040173715310401696,0.0,8453407.0,0.0,0.0,36676675.0,0.0,371400000.0,0.0
96,1,1,1,1,1,3,2,4,0,2,6,0.0,37255203.23710208,0.0,0.0,53358573.6002109,0.0,47268770.02482764,0.0,0.0039623737601033925,0.0,7332080.0,0.0,0.0,40273672.0,0.0,710400000.0,824.9372305351544
97,1,0,1,0,1,3,2,5,1,1,3,0.0,37255203.23710208,0.0,0.0,59410102.93073928,0.0,28453019.19332478,20299287.62732069,0.002413053992165604,5069768.541233142,6320800.0,0.0001274449065270024,0.0,30351526.0,0.0,371400000.0,624.0951794799166
98,1,1,0,0,0,3,5,4,5,1,3,0.0,53972506.18695759,0.0,0.0,53358573.6002109,0.0,0.0,28798397.130608946,0.0,8957351.482043227,6320800.0,0.0002330829935009243,0.0,30351526.0,0.0,302400000.0,228.95426572027415
99,0,0,0,1,0,1,6,2,0,2,9,0.0,60717312.84309486,0.0,11008263.423148908,42818415.6714978,0.001522980483336845,89374089.61968811,0.0,0.022594513283950016,0.0,7332080.0,0.0,0.0,53114002.0,0.0,121200000.0,864.3105618461985
100,1,0,1,1,0,1,5,2,6,5,10,0.0,53972506.18695759,0.0,7398653.33387086,42818415.6714978,0.0010173084155075934,0.0,31398797.71871161,0.0,0.0,11068771.0,0.0,0.0,58176627.0,0.0,236500000.0,75.5272999998288
