,A.0_ID flood wave shape,discount rate 0,EWS_DaysToThreat,scenario,policy,model,RfR Total Costs,Expected Evacuation Costs,Dike ring,Bmax,Brate,pfail,RfR 0,DikeIncrease 0,Dike Investment Costs,Expected Annual Damage,Expected Number of Deaths,num_of_events
24,71,2.5,0,24,Baseline,dikesnet,0.0,0.0,A.1,186.87735511425421,10.0,0.5278992839580778,0,0,0,85912598.65723181,0.05484973853607884,12
25,39,4.5,0,25,Baseline,dikesnet,0.0,0.0,A.1,198.34520849012878,1.5,0.4359581769749278,0,0,0,194776949.3049821,0.19311479933612563,12
26,129,2.5,0,26,Baseline,dikesnet,0.0,0.0,A.1,33.352838369159215,1.0,0.4639454419681744,0,0,0,306549627.17857707,0.18964407465783553,12
27,58,1.5,0,27,Baseline,dikesnet,0.0,0.0,A.1,114.35790063522695,1.5,0.2726309575518292,0,0,0,1457811041.0836737,0.6441248112492053,12
28,131,4.5,0,28,Baseline,dikesnet,0.0,0.0,A.1,229.41045451579788,10.0,0.9141539853342076,0,0,0,0.0,0.0,12
29,70,1.5,0,29,Baseline,dikesnet,0.0,0.0,A.1,120.84557225000276,1.0,0.052837759745376425,0,0,0,1466943653.996436,0.6492077368682055,12
30,114,2.5,0,30,Baseline,dikesnet,0.0,0.0,A.1,288.0708692936398,10.0,0.15313077787303078,0,0,0,1079405126.225256,0.6419917049558577,12
31,15,3.5,0,31,Baseline,dikesnet,0.0,0.0,A.1,226.6830409651584,10.0,0.3953677584592033,0,0,0,242790993.81205523,0.19427553851659815,12
32,36,3.5,0,32,Baseline,dikesnet,0.0,0.0,A.1,217.09706740295047,10.0,0.2040389159797199,0,0,0,824860300.5996196,0.6293042594207444,12
33,110,2.5,0,33,Baseline,dikesnet,0.0,0.0,A.1,57.92922664863601,1.0,0.9096337661230651,0,0,0,0.0,0.0,12
34,118,3.5,0,34,Baseline,dikesnet,0.0,0.0,A.1,200.64967379691834,10.0,0.9754947974996895,0,0,0,0.0,0.0,12
35,68,2.5,0,35,Baseline,dikesnet,0.0,0.0,A.1,31.291789243493813,1.0,0.64758869224922,0,0,0,27437756.942397915,0.018016680723588186,12
36,119,3.5,0,36,Baseline,dikesnet,0.0,0.0,A.1,241.6698868723567,1.0,0.741722057821569,0,0,0,21222588.37051054,0.017937533198163467,12
37,79,2.5,0,37,Baseline,dikesnet,0.0,0.0,A.1,42.728034768137555,1.0,0.08705937092642205,0,0,0,1067858797.6975242,0.633374842207983,12
38,0,1.5,0,38,Baseline,dikesnet,0.0,0.0,A.1,138.54047721056364,1.5,0.7890024604094654,0,0,0,0.0,0.0,12
39,104,1.5,0,39,Baseline,dikesnet,0.0,0.0,A.1,71.53162201488506,1.0,0.26422154172589246,0,0,0,1463564293.263363,0.6473271485196973,12
40,5,3.5,0,40,Baseline,dikesnet,0.0,0.0,A.1,129.0386986891933,10.0,0.7176568822551832,0,0,0,20586658.748456895,0.017311452165965874,12
41,32,4.5,0,41,Baseline,dikesnet,0.0,0.0,A.1,92.10417471485013,1.5,0.40142758525247785,0,0,0,195693747.99901617,0.19421693110880694,12
42,95,3.5,0,42,Baseline,dikesnet,0.0,0.0,A.1,75.43836888861001,1.5,0.18499081631648615,0,0,0,827942874.3862042,0.6322654810844425,12
43,29,1.5,0,43,Baseline,dikesnet,0.0,0.0,A.1,341.7357269979895,1.5,0.8730151479328829,0,0,0,0.0,0.0,12
44,93,4.5,0,44,Baseline,dikesnet,0.0,0.0,A.1,59.11207496686774,1.0,0.9486533919764454,0,0,0,0.0,0.0,12
45,129,1.5,0,45,Baseline,dikesnet,0.0,0.0,A.1,297.15051660754915,1.5,0.554346010068267,0,0,0,34747039.00562894,0.016761336626201516,12
46,111,4.5,0,46,Baseline,dikesnet,0.0,0.0,A.1,145.33826342833487,1.5,0.44974969789937647,0,0,0,193493171.5039956,0.19157341429876734,12
47,73,4.5,0,47,Baseline,dikesnet,0.0,0.0,A.1,340.0415950438704,1.5,0.8380933411533237,0,0,0,0.0,0.0,12
48,61,2.5,0,48,Baseline,dikesnet,0.0,0.0,A.1,156.97262184397948,1.0,0.5966706292231536,0,0,0,26520933.13081463,0.01731587256429681,12
49,67,1.5,0,49,Baseline,dikesnet,0.0,0.0,A.1,182.3597717735694,1.0,0.8964301674669912,0,0,0,0.0,0.0,12
50,94,1.5,0,50,Baseline,dikesnet,0.0,0.0,A.1,193.00047733655728,10.0,0.6321333271179291,0,0,0,34407499.03244669,0.016568659664973708,12
51,22,4.5,0,51,Baseline,dikesnet,0.0,0.0,A.1,160.96436993707596,10.0,0.791145535328148,0,0,0,0.0,0.0,12
52,7,1.5,0,52,Baseline,dikesnet,0.0,0.0,A.1,319.7712285439761,1.5,0.35651693306959287,0,0,0,982172461.5415158,0.4411883171669089,12
53,122,1.5,0,53,Baseline,dikesnet,0.0,0.0,A.1,254.545866305699,10.0,0.6276132753162545,0,0,0,35051853.31369321,0.016934307997042312,12
54,4,4.5,0,54,Baseline,dikesnet,0.0,0.0,A.1,220.31715091185487,1.5,0.7307252268653712,0,0,0,2511385.491800382,0.002632088169985452,12
55,130,2.5,0,55,Baseline,dikesnet,0.0,0.0,A.1,213.7143982473891,1.5,0.5383858744695547,0,0,0,48818468.90372291,0.031234139988120885,12
56,107,3.5,0,56,Baseline,dikesnet,0.0,0.0,A.1,97.27011632552502,1.0,0.6500429915606918,0,0,0,20644157.60447145,0.017368060541917158,12
57,73,4.5,0,57,Baseline,dikesnet,0.0,0.0,A.1,123.93818959317193,1.0,0.7501561699542317,0,0,0,2539786.1645952156,0.002666769649744353,12
58,101,3.5,0,58,Baseline,dikesnet,0.0,0.0,A.1,261.97896735241727,1.0,0.16157561299422976,0,0,0,839074792.962145,0.6429702159835786,12
59,15,2.5,0,59,Baseline,dikesnet,0.0,0.0,A.1,295.48113718142224,1.5,0.021440733339361126,0,0,0,1077220156.0072978,0.6403594049775436,12
60,53,1.5,0,60,Baseline,dikesnet,0.0,0.0,A.1,313.48706971282473,10.0,0.29123629033853216,0,0,0,1448191558.4807382,0.6387820991487793,12
61,28,3.5,0,61,Baseline,dikesnet,0.0,0.0,A.1,39.38872102824565,1.5,0.998297378971026,0,0,0,0.0,0.0,12
62,38,3.5,0,62,Baseline,dikesnet,0.0,0.0,A.1,330.67583236643065,1.0,0.9842042008464364,0,0,0,0.0,0.0,12
63,50,4.5,0,63,Baseline,dikesnet,0.0,0.0,A.1,161.49748278968235,1.5,0.25390630475539866,0,0,0,681900660.3341304,0.6494667568744908,12
64,1,1.5,0,64,Baseline,dikesnet,0.0,0.0,A.1,50.910516773058184,10.0,0.2171041188075866,0,0,0,1431078844.886926,0.6293052567084823,12
65,99,4.5,0,65,Baseline,dikesnet,0.0,0.0,A.1,236.41036735184957,1.0,0.33629153245869403,0,0,0,630471474.4271214,0.6017858620898225,12
66,78,1.5,0,66,Baseline,dikesnet,0.0,0.0,A.1,140.0954190420457,10.0,0.38045921185966786,0,0,0,689371970.9589334,0.3122079277140772,12
67,24,1.5,0,67,Baseline,dikesnet,0.0,0.0,A.1,209.19327289128006,1.5,0.4278729436670983,0,0,0,424790098.37075377,0.19629097279362678,12
68,9,1.5,0,68,Baseline,dikesnet,0.0,0.0,A.1,54.32474654993649,10.0,0.34293383717068315,0,0,0,953540718.8907816,0.42527837970566795,12
69,25,3.5,0,69,Baseline,dikesnet,0.0,0.0,A.1,309.56811359911137,10.0,0.6885924907263943,0,0,0,20941588.758820966,0.017660885404394096,12
70,52,4.5,0,70,Baseline,dikesnet,0.0,0.0,A.1,105.885199620072,1.5,0.4515067537438596,0,0,0,192698328.96283507,0.1906193690783542,12
71,127,4.5,0,71,Baseline,dikesnet,0.0,0.0,A.1,84.76097977149594,1.5,0.04700857732216258,0,0,0,675108607.4144413,0.6413317589150378,12
72,98,4.5,0,72,Baseline,dikesnet,0.0,0.0,A.1,166.01236269215082,10.0,0.07562323040761917,0,0,0,679660721.7851579,0.6467843414308427,12
73,14,2.5,0,73,Baseline,dikesnet,0.0,0.0,A.1,135.41570213194697,1.0,0.018600523803432092,0,0,0,1085387611.1931458,0.6464788293177298,12
74,31,2.5,0,74,Baseline,dikesnet,0.0,0.0,A.1,148.73898452879797,1.5,0.3168549078192157,0,0,0,1078984657.8171864,0.6416764921472521,12
75,85,2.5,0,75,Baseline,dikesnet,0.0,0.0,A.1,231.78004488085023,1.5,0.9213057323953338,0,0,0,0.0,0.0,12
76,40,3.5,0,76,Baseline,dikesnet,0.0,0.0,A.1,315.01991486151593,1.0,0.9379863590045239,0,0,0,0.0,0.0,12
77,13,1.5,0,77,Baseline,dikesnet,0.0,0.0,A.1,80.13700368948297,1.5,0.11272310395407198,0,0,0,1430878759.62211,0.6291944619427399,12
78,64,4.5,0,78,Baseline,dikesnet,0.0,0.0,A.1,247.08182606558896,10.0,0.22138962114245675,0,0,0,676536554.9044384,0.6430413422186898,12
79,90,3.5,0,79,Baseline,dikesnet,0.0,0.0,A.1,299.18797506540847,1.5,0.0044827466689972085,0,0,0,829977565.6310501,0.6342204090388135,12
80,49,3.5,0,80,Baseline,dikesnet,0.0,0.0,A.1,185.88480649891383,1.0,0.06422814932769186,0,0,0,822133790.9989536,0.6266847031331345,12
81,33,2.5,0,81,Baseline,dikesnet,0.0,0.0,A.1,205.59839192190705,10.0,0.49393471480487483,0,0,0,86784575.85304904,0.05551626652741605,12
82,79,3.5,0,82,Baseline,dikesnet,0.0,0.0,A.1,170.73385269587124,10.0,0.8227273982961425,0,0,0,0.0,0.0,12
83,84,4.5,0,83,Baseline,dikesnet,0.0,0.0,A.1,292.3139553749409,1.0,0.8485668211771855,0,0,0,0.0,0.0,12
84,20,1.5,0,84,Baseline,dikesnet,0.0,0.0,A.1,279.94305269044804,1.5,0.8887464610435948,0,0,0,0.0,0.0,12
85,46,2.5,0,85,Baseline,dikesnet,0.0,0.0,A.1,271.9166670844012,10.0,0.36411984676104,0,0,0,720172932.5640006,0.4344548066496569,12
86,87,2.5,0,86,Baseline,dikesnet,0.0,0.0,A.1,89.14660969142956,1.0,0.7743550507505971,0,0,0,1321991.3972127037,0.0008733832778753632,12
87,81,1.5,0,87,Baseline,dikesnet,0.0,0.0,A.1,177.55309995647283,1.5,0.3761168894116017,0,0,0,985686281.262206,0.44315218874208095,12
88,11,3.5,0,88,Baseline,dikesnet,0.0,0.0,A.1,264.05003993394905,1.5,0.5807586015347792,0,0,0,20745651.91076126,0.01746798301421669,12
89,124,2.5,0,89,Baseline,dikesnet,0.0,0.0,A.1,142.62538377041554,1.5,0.505925874144704,0,0,0,84787672.1217265,0.053989859369847265,12
90,121,4.5,0,90,Baseline,dikesnet,0.0,0.0,A.1,118.02756587022327,1.0,0.5792342444192392,0,0,0,16925202.990058824,0.017711827855682708,12
91,48,2.5,0,91,Baseline,dikesnet,0.0,0.0,A.1,306.6546240615587,10.0,0.2449427644681494,0,0,0,1060748185.0398859,0.6280711278404582,12
92,106,2.5,0,92,Baseline,dikesnet,0.0,0.0,A.1,273.47119070094806,1.0,0.6653030415338794,0,0,0,27154483.21849273,0.017800149985056454,12
93,75,3.5,0,93,Baseline,dikesnet,0.0,0.0,A.1,302.1569057372979,10.0,0.2802469893550048,0,0,0,821277161.6287961,0.6258615693971145,12
94,55,3.5,0,94,Baseline,dikesnet,0.0,0.0,A.1,48.370076600471975,1.0,0.32817222103402116,0,0,0,772169480.1777747,0.5922999005783339,12
95,76,4.5,0,95,Baseline,dikesnet,0.0,0.0,A.1,82.10973096667874,1.0,0.7257440828204474,0,0,0,16874627.55572134,0.017650067667290555,12
96,56,4.5,0,96,Baseline,dikesnet,0.0,0.0,A.1,250.72817369177616,1.5,0.7046021476429106,0,0,0,17016187.84308731,0.017822934003113425,12
97,43,2.5,0,97,Baseline,dikesnet,0.0,0.0,A.1,67.20145890162837,10.0,0.12267594765336938,0,0,0,1078752400.284038,0.6415030771987893,12
98,109,4.5,0,98,Baseline,dikesnet,0.0,0.0,A.1,193.99759422293505,1.5,0.6991419238986889,0,0,0,16651118.856747027,0.017377130033896664,12
99,90,3.5,0,99,Baseline,dikesnet,0.0,0.0,A.1,326.50863312615445,1.0,0.41755732682681157,0,0,0,240626316.8786567,0.1921786733053381,12
100,120,1.5,4,0,GEL_OP_v1(0),dikesnet,205800000.0,1154.5471690051554,A.1,269.7302430918563,10.0,0.6002628040691543,1,4,47847947,0.0,0.0,12
101,17,1.5,4,1,GEL_OP_v1(0),dikesnet,205800000.0,5174.895272079301,A.1,73.32239356229005,1.0,0.4778345605230167,1,4,47847947,0.0,0.0,12
102,63,2.5,4,2,GEL_OP_v1(0),dikesnet,205800000.0,9776.637964119336,A.1,131.78524919692555,1.0,0.9663859821106389,1,4,47847947,0.0,0.0,12
103,83,4.5,4,3,GEL_OP_v1(0),dikesnet,205800000.0,806.7123710020512,A.1,45.53246153720626,10.0,0.8128280469702791,1,4,47847947,0.0,0.0,12
104,35,1.5,4,4,GEL_OP_v1(0),dikesnet,205800000.0,795.004729485088,A.1,285.4171501835261,10.0,0.13598444148033573,1,4,47847947,0.0,0.0,12
105,125,3.5,4,5,GEL_OP_v1(0),dikesnet,205800000.0,39829.48095403245,A.1,64.47143501272167,1.0,0.5486846874901333,1,4,47847947,0.0,0.0,12
106,103,4.5,4,6,GEL_OP_v1(0),dikesnet,205800000.0,36580.900635363774,A.1,276.9645252560989,10.0,0.5699708228240997,1,4,47847947,0.0,0.0,12
107,61,1.5,4,7,GEL_OP_v1(0),dikesnet,205800000.0,25417.538248070206,A.1,349.6852390236685,10.0,0.03978951633479298,1,4,47847947,22035149.391189773,0.0011546266257451763,12
108,88,3.5,4,8,GEL_OP_v1(0),dikesnet,205800000.0,9756.036874306756,A.1,259.5205931653269,1.5,0.8639499136577996,1,4,47847947,0.0,0.0,12
109,3,2.5,4,9,GEL_OP_v1(0),dikesnet,205800000.0,5061.484706874762,A.1,335.912100139501,1.0,0.3054682315616349,1,4,47847947,0.0,0.0,12
110,27,4.5,4,10,GEL_OP_v1(0),dikesnet,205800000.0,39846.00049978882,A.1,346.0526409298047,1.0,0.10240384058621267,1,4,47847947,0.0,0.0,12
111,44,4.5,4,11,GEL_OP_v1(0),dikesnet,205800000.0,1853.1125135865175,A.1,103.41546834159396,10.0,0.8091587550931632,1,4,47847947,0.0,0.0,12
112,65,1.5,4,12,GEL_OP_v1(0),dikesnet,205800000.0,25226.348293642295,A.1,175.0530490719842,1.5,0.8525223904157985,1,4,47847947,0.0,0.0,12
113,41,3.5,4,13,GEL_OP_v1(0),dikesnet,205800000.0,1148.3819064520972,A.1,252.88079368159262,10.0,0.9525452258880849,1,4,47847947,0.0,0.0,12
114,47,3.5,4,14,GEL_OP_v1(0),dikesnet,205800000.0,9767.498251247122,A.1,112.19934009418112,10.0,0.6724327164913609,1,4,47847947,0.0,0.0,12
115,21,2.5,4,15,GEL_OP_v1(0),dikesnet,205800000.0,946.9989509615314,A.1,321.765413734772,10.0,0.19554567604132675,1,4,47847947,0.0,0.0,12
116,107,2.5,4,16,GEL_OP_v1(0),dikesnet,205800000.0,9763.26894030321,A.1,153.23072254526633,1.0,0.09153703901939413,1,4,47847947,0.0,0.0,12
117,114,3.5,4,17,GEL_OP_v1(0),dikesnet,205800000.0,2559.322551205092,A.1,170.88943591080294,1.5,0.2332876890258648,1,4,47847947,0.0,0.0,12
118,100,4.5,4,18,GEL_OP_v1(0),dikesnet,205800000.0,39890.13607890876,A.1,238.60122127244676,1.5,0.1406351387400743,1,4,47847947,0.0,0.0,12
119,8,1.5,4,19,GEL_OP_v1(0),dikesnet,205800000.0,801.8694357935187,A.1,108.88439954767149,1.5,0.6173738339854666,1,4,47847947,0.0,0.0,12
120,19,2.5,4,20,GEL_OP_v1(0),dikesnet,205800000.0,654.8931197405824,A.1,94.10253891774497,1.0,0.17723393089376696,1,4,47847947,0.0,0.0,12
121,92,2.5,4,21,GEL_OP_v1(0),dikesnet,205800000.0,654.4452220825937,A.1,223.6357288222791,10.0,0.5114455241958447,1,4,47847947,0.0,0.0,12
122,115,3.5,4,22,GEL_OP_v1(0),dikesnet,205800000.0,4884.894460538222,A.1,331.7516012340402,10.0,0.4829206430516715,1,4,47847947,0.0,0.0,12
123,58,1.5,4,23,GEL_OP_v1(0),dikesnet,205800000.0,5201.232477434187,A.1,209.32215742110526,1.0,0.7631970307842961,1,4,47847947,0.0,0.0,12
124,71,2.5,4,24,GEL_OP_v1(0),dikesnet,205800000.0,655.0367053217022,A.1,186.87735511425421,10.0,0.5278992839580778,1,4,47847947,0.0,0.0,12
125,39,4.5,4,25,GEL_OP_v1(0),dikesnet,205800000.0,25356.89650909576,A.1,198.34520849012878,1.5,0.4359581769749278,1,4,47847947,0.0,0.0,12
126,129,2.5,4,26,GEL_OP_v1(0),dikesnet,205800000.0,39616.27016929393,A.1,33.352838369159215,1.0,0.4639454419681744,1,4,47847947,0.0,0.0,12
127,58,1.5,4,27,GEL_OP_v1(0),dikesnet,205800000.0,39802.51297324612,A.1,114.35790063522695,1.5,0.2726309575518292,1,4,47847947,0.0,0.0,12
128,131,4.5,4,28,GEL_OP_v1(0),dikesnet,205800000.0,9789.724594284475,A.1,229.41045451579788,10.0,0.9141539853342076,1,4,47847947,0.0,0.0,12
129,70,1.5,4,29,GEL_OP_v1(0),dikesnet,205800000.0,9981.32277768735,A.1,120.84557225000276,1.0,0.052837759745376425,1,4,47847947,23450847.128648363,0.001248340788123476,12
130,114,2.5,4,30,GEL_OP_v1(0),dikesnet,205800000.0,2559.322551205092,A.1,288.0708692936398,10.0,0.15313077787303078,1,4,47847947,0.0,0.0,12
131,15,3.5,4,31,GEL_OP_v1(0),dikesnet,205800000.0,796.0137161623753,A.1,226.6830409651584,10.0,0.3953677584592033,1,4,47847947,0.0,0.0,12
132,36,3.5,4,32,GEL_OP_v1(0),dikesnet,205800000.0,2382.199377252092,A.1,217.09706740295047,10.0,0.2040389159797199,1,4,47847947,0.0,0.0,12
133,110,2.5,4,33,GEL_OP_v1(0),dikesnet,205800000.0,677.2361871553417,A.1,57.92922664863601,1.0,0.9096337661230651,1,4,47847947,0.0,0.0,12
134,118,3.5,4,34,GEL_OP_v1(0),dikesnet,205800000.0,9784.906780909718,A.1,200.64967379691834,10.0,0.9754947974996895,1,4,47847947,0.0,0.0,12
135,68,2.5,4,35,GEL_OP_v1(0),dikesnet,205800000.0,939.7346886491383,A.1,31.291789243493813,1.0,0.64758869224922,1,4,47847947,0.0,0.0,12
136,119,3.5,4,36,GEL_OP_v1(0),dikesnet,205800000.0,1852.9546451478345,A.1,241.6698868723567,1.0,0.741722057821569,1,4,47847947,0.0,0.0,12
137,79,2.5,4,37,GEL_OP_v1(0),dikesnet,205800000.0,792.8000589551846,A.1,42.728034768137555,1.0,0.08705937092642205,1,4,47847947,0.0,0.0,12
138,0,1.5,4,38,GEL_OP_v1(0),dikesnet,205800000.0,948.5315195007552,A.1,138.54047721056364,1.5,0.7890024604094654,1,4,47847947,0.0,0.0,12
139,104,1.5,4,39,GEL_OP_v1(0),dikesnet,205800000.0,4220.821955719562,A.1,71.53162201488506,1.0,0.26422154172589246,1,4,47847947,0.0,0.0,12
140,5,3.5,4,40,GEL_OP_v1(0),dikesnet,205800000.0,1151.884097066896,A.1,129.0386986891933,10.0,0.7176568822551832,1,4,47847947,0.0,0.0,12
141,32,4.5,4,41,GEL_OP_v1(0),dikesnet,205800000.0,13886.924570338784,A.1,92.10417471485013,1.5,0.40142758525247785,1,4,47847947,0.0,0.0,12
142,95,3.5,4,42,GEL_OP_v1(0),dikesnet,205800000.0,653.9395168025085,A.1,75.43836888861001,1.5,0.18499081631648615,1,4,47847947,0.0,0.0,12
143,29,1.5,4,43,GEL_OP_v1(0),dikesnet,205800000.0,11089.052537698075,A.1,341.7357269979895,1.5,0.8730151479328829,1,4,47847947,0.0,0.0,12
144,93,4.5,4,44,GEL_OP_v1(0),dikesnet,205800000.0,1853.238892076227,A.1,59.11207496686774,1.0,0.9486533919764454,1,4,47847947,0.0,0.0,12
145,129,1.5,4,45,GEL_OP_v1(0),dikesnet,205800000.0,690.3450560830645,A.1,297.15051660754915,1.5,0.554346010068267,1,4,47847947,0.0,0.0,12
146,111,4.5,4,46,GEL_OP_v1(0),dikesnet,205800000.0,9755.963875360925,A.1,145.33826342833487,1.5,0.44974969789937647,1,4,47847947,0.0,0.0,12
147,73,4.5,4,47,GEL_OP_v1(0),dikesnet,205800000.0,4282.331330215306,A.1,340.0415950438704,1.5,0.8380933411533237,1,4,47847947,0.0,0.0,12
148,61,2.5,4,48,GEL_OP_v1(0),dikesnet,205800000.0,3209.967568523599,A.1,156.97262184397948,1.0,0.5966706292231536,1,4,47847947,0.0,0.0,12
149,67,1.5,4,49,GEL_OP_v1(0),dikesnet,205800000.0,12612.163351541514,A.1,182.3597717735694,1.0,0.8964301674669912,1,4,47847947,0.0,0.0,12
150,94,1.5,4,50,GEL_OP_v1(0),dikesnet,205800000.0,1185.1723889801115,A.1,193.00047733655728,10.0,0.6321333271179291,1,4,47847947,0.0,0.0,12
151,22,4.5,4,51,GEL_OP_v1(0),dikesnet,205800000.0,9775.059550923668,A.1,160.96436993707596,10.0,0.791145535328148,1,4,47847947,0.0,0.0,12
152,7,1.5,4,52,GEL_OP_v1(0),dikesnet,205800000.0,3248.9580506373377,A.1,319.7712285439761,1.5,0.35651693306959287,1,4,47847947,0.0,0.0,12
153,122,1.5,4,53,GEL_OP_v1(0),dikesnet,205800000.0,4200.616152292081,A.1,254.545866305699,10.0,0.6276132753162545,1,4,47847947,0.0,0.0,12
154,4,4.5,4,54,GEL_OP_v1(0),dikesnet,205800000.0,6962.344230633282,A.1,220.31715091185487,1.5,0.7307252268653712,1,4,47847947,0.0,0.0,12
155,130,2.5,4,55,GEL_OP_v1(0),dikesnet,205800000.0,4209.547261729316,A.1,213.7143982473891,1.5,0.5383858744695547,1,4,47847947,0.0,0.0,12
156,107,3.5,4,56,GEL_OP_v1(0),dikesnet,205800000.0,4244.469609678574,A.1,97.27011632552502,1.0,0.6500429915606918,1,4,47847947,0.0,0.0,12
157,73,4.5,4,57,GEL_OP_v1(0),dikesnet,205800000.0,39780.71759133185,A.1,123.93818959317193,1.0,0.7501561699542317,1,4,47847947,0.0,0.0,12
158,101,3.5,4,58,GEL_OP_v1(0),dikesnet,205800000.0,39796.18316972266,A.1,261.97896735241727,1.0,0.16157561299422976,1,4,47847947,0.0,0.0,12
159,15,2.5,4,59,GEL_OP_v1(0),dikesnet,205800000.0,2534.806749782845,A.1,295.48113718142224,1.5,0.021440733339361126,1,4,47847947,56118454.82744518,0.0038912123476147207,12
160,53,1.5,4,60,GEL_OP_v1(0),dikesnet,205800000.0,17213.575877949617,A.1,313.48706971282473,10.0,0.29123629033853216,1,4,47847947,0.0,0.0,12
161,28,3.5,4,61,GEL_OP_v1(0),dikesnet,205800000.0,11624.261774944232,A.1,39.38872102824565,1.5,0.998297378971026,1,4,47847947,0.0,0.0,12
162,38,3.5,4,62,GEL_OP_v1(0),dikesnet,205800000.0,4300.122883401886,A.1,330.67583236643065,1.0,0.9842042008464364,1,4,47847947,0.0,0.0,12
163,50,4.5,4,63,GEL_OP_v1(0),dikesnet,205800000.0,2407.1480093712994,A.1,161.49748278968235,1.5,0.25390630475539866,1,4,47847947,0.0,0.0,12
164,1,1.5,4,64,GEL_OP_v1(0),dikesnet,205800000.0,4245.578924150805,A.1,50.910516773058184,10.0,0.2171041188075866,1,4,47847947,0.0,0.0,12
165,99,4.5,4,65,GEL_OP_v1(0),dikesnet,205800000.0,6189.555426921598,A.1,236.41036735184957,1.0,0.33629153245869403,1,4,47847947,0.0,0.0,12
