,policy,A.1_Expected Annual Damage,A.2_Expected Annual Damage,A.3_Expected Annual Damage,A.4_Expected Annual Damage,A.5_Expected Annual Damage
27256,5682,0.0,0.0,0.0,0.0,0.0
27257,5682,0.0,0.0,608472.8969859672,1262036.7759203776,0.0
27258,5682,0.0,0.0,17065352.23308734,6216920.530448264,0.0
27259,5682,0.0,0.0,64795667.1441545,0.0,0.0
27260,5682,0.0,0.0,4622033.001122438,0.0,0.0
27261,5682,0.0,0.0,17005457.99875513,0.0,0.0
27262,5682,0.0,6669259.262046943,0.0,6359576.250932749,0.0
27263,5682,0.0,0.0,13957059.21239726,0.0,0.0
27264,5682,2508704.6759328693,0.0,0.0,0.0,0.0
27265,5682,0.0,0.0,4624861.399707941,0.0,0.0
27266,5682,10005764.104867635,8989212.551597103,1294763.3087974195,35192073.870261855,0.0
27267,5682,0.0,0.0,5826951.540088497,0.0,0.0
27268,5682,0.0,510068.1382948853,0.0,20535190.35845092,0.0
27269,5682,0.0,1133228.07086454,0.0,5370389.496245604,0.0
27270,5682,0.0,0.0,0.0,5031249.382877316,0.0
27271,5682,0.0,5113946.586446499,1299664.503633927,0.0,0.0
27272,5682,0.0,0.0,0.0,2100532.586859018,0.0
27273,5682,1212736.9274982563,0.0,0.0,1877692.1992400195,0.0
27274,5682,0.0,1808130.3438537647,0.0,6600770.358448101,0.0
27275,5682,0.0,3775082.3304486168,12644306.997362891,0.0,0.0
27276,5682,0.0,0.0,7849847.495323355,0.0,0.0
27277,5682,0.0,0.0,9788259.22429744,0.0,0.0
27278,5682,0.0,318595.8106988472,0.0,15339028.30451858,0.0
27279,5682,1802500.2705710789,696258.2620672807,37351563.232748985,0.0,0.0
27280,5682,0.0,5200074.182100529,101044922.54207943,0.0,0.0
27281,5682,0.0,4157001.4349708366,0.0,35115158.39605966,0.0
27282,5682,0.0,12736543.969411308,32165519.21874597,0.0,0.0
27283,5682,0.0,0.0,26023463.98474389,369357.18492244376,0.0
27284,5682,0.0,4240673.007449096,0.0,490601.195414446,0.0
27285,5682,0.0,6604048.663452176,4819145.436656408,360333.82284101343,0.0
27286,5682,2675757.31249378,319973.2064384798,0.0,0.0,0.0
27287,5682,0.0,9319841.473043982,3366892.4356524777,0.0,0.0
27288,5682,0.0,0.0,2151713.4495678283,0.0,0.0
27289,5682,0.0,5162666.176519629,0.0,0.0,6135245.870153482
27290,5682,0.0,1412153.0845654411,1908415.5037695316,0.0,0.0
27291,5682,0.0,0.0,0.0,3937930.849778926,0.0
27292,5682,7305943.509507309,25037381.436311662,0.0,46434656.62295206,0.0
27293,5682,0.0,0.0,4585253.573062079,20902136.676158216,0.0
27294,5682,0.0,0.0,0.0,0.0,0.0
27295,5682,0.0,0.0,2138658.3964388794,482664.4689529012,0.0
27296,5682,5902551.475568879,8967059.239637766,12436605.570399126,0.0,0.0
27297,5682,831283.6454591571,0.0,0.0,0.0,0.0
27298,5682,0.0,316269.0729679968,0.0,2796275.453569306,0.0
27299,5682,0.0,1135712.7726955656,2145307.290315961,359934.8991095351,0.0
27300,5682,0.0,0.0,32476711.003143013,20907160.59507929,0.0
27301,5682,0.0,1131704.8015729035,0.0,336448.016227918,0.0
27302,5682,0.0,5925772.757006694,2094706.763185957,0.0,0.0
27303,5682,0.0,696279.0876406853,9671737.176934876,2644218.0561135225,0.0
27304,5682,0.0,1409552.3730159332,0.0,0.0,0.0
27305,5682,0.0,3096229.876138796,0.0,6742604.671052673,0.0
27306,5682,0.0,0.0,1295038.652618942,0.0,0.0
27307,5682,0.0,2385351.6337917736,0.0,0.0,0.0
27308,5682,0.0,6625938.670086482,0.0,0.0,0.0
27309,5682,0.0,0.0,974144.3674852052,3181270.597918093,5513302.759284127
27310,5682,0.0,0.0,757134.2373042062,0.0,0.0
27311,5682,0.0,1396750.05903953,9780657.311663164,3520036.3538322435,0.0
27312,5682,0.0,0.0,0.0,0.0,0.0
27313,5682,0.0,8928726.468348268,0.0,28333050.562256463,0.0
27314,5682,0.0,0.0,22257759.67177321,0.0,71405547.89757477
27315,5682,0.0,1118855.7755281532,0.0,757552.3153880954,0.0
27316,5682,0.0,324020.91825332365,267851297.90646124,0.0,0.0
27317,5682,0.0,10816650.71045446,0.0,0.0,0.0
27318,5682,0.0,7340180.916000613,18599743.015768543,0.0,0.0
27319,5682,0.0,2428790.584688883,4584775.451988343,533330.2843728192,0.0
27320,5682,0.0,0.0,0.0,2063737.954082929,0.0
27321,5682,0.0,0.0,0.0,7335643.477756204,0.0
27322,5682,0.0,0.0,32438634.16983852,0.0,0.0
27323,5682,0.0,0.0,0.0,32832806.732294444,0.0
27324,5682,3322410.0042920094,396675.5209059282,9826053.533618322,5016076.861376991,0.0
27325,5682,0.0,0.0,609087.3883559885,361919.80445159576,0.0
27326,5682,1764482.8662778465,0.0,4615408.619538173,0.0,6214547.813451118
27327,5682,0.0,0.0,617813959.83935,0.0,0.0
27328,5682,0.0,0.0,17109117.44243579,0.0,0.0
27329,5682,0.0,0.0,0.0,57449686.922347605,0.0
27330,5682,0.0,9016106.658803975,4535131.988997748,4445756.66214539,0.0
27331,5682,0.0,516902.89498000505,27761692.71817854,0.0,0.0
27332,5682,0.0,6710717.348083719,0.0,0.0,0.0
27333,5682,0.0,0.0,0.0,569662.312052706,0.0
27334,5682,0.0,8911609.757705208,7786609.513543272,0.0,0.0
27335,5682,0.0,6667914.481404167,9245271.728930073,0.0,0.0
27336,5682,0.0,2387820.463971828,0.0,0.0,0.0
27337,5682,4279188.835828095,510909.0865709275,962986.7228243568,907720.7291786908,0.0
27338,5682,0.0,0.0,2630317.980275342,1424715.148753768,0.0
27339,5682,0.0,2909088.2568450626,0.0,0.0,0.0
27340,5682,0.0,689583.5809278402,0.0,538295.6331300774,46222533.0415961
27341,5682,2678586.811902577,0.0,0.0,0.0,0.0
27342,5682,2610711.755210161,0.0,7878213.514272005,0.0,0.0
27343,5682,0.0,401104.7087944328,0.0,127911.02750210192,0.0
27344,5682,0.0,1399480.498426352,2642437.5457255933,27049192.894978814,0.0
27345,5682,9987440.10901376,4135985.959474748,0.0,2650712.378680332,0.0
27346,5682,1261250.2325724647,0.0,0.0,0.0,0.0
27347,5682,1633571.8564793412,5036469.7942290455,173221719.14543563,369044.75756921386,0.0
27348,5682,0.0,0.0,0.0,0.0,0.0
27349,5682,0.0,9118315.248700472,0.0,0.0,0.0
27350,5682,0.0,0.0,0.0,19303353.94832579,0.0
27351,5682,0.0,7844646.096464086,29745681.4497277,0.0,0.0
27352,5682,0.0,1793682.2773480916,12590741.716012038,15183984.25617176,0.0
27353,5682,0.0,0.0,17064273.659177594,28746288.253917597,0.0
27354,5682,0.0,0.0,2613131.577083172,0.0,0.0
27355,5682,0.0,5077677.710056193,442903564.1614698,0.0,0.0
27356,5682,0.0,1130358.5133594866,3637101.053550252,21372515.590043098,0.0
27357,5682,0.0,8905586.888374709,0.0,3932829.557096176,0.0
27358,5682,0.0,2449153.771011119,0.0,2683515.4298566924,0.0
27359,5682,0.0,4123358.356604192,7792923.33609817,0.0,3604902.7556691086
27360,5682,0.0,0.0,0.0,706283.4551176723,0.0
27361,5682,0.0,4192161.597358812,11279646.811050624,0.0,0.0
27362,5682,0.0,515650.6576729142,969758.470767176,0.0,0.0
27363,5682,0.0,0.0,30238001.128510173,0.0,0.0
27364,5682,0.0,0.0,12653107.578937177,0.0,0.0
27365,5682,0.0,511809.295194749,0.0,2635328.364781579,0.0
27366,5682,0.0,0.0,607617.9156963185,4115200.13837744,0.0
27367,5682,0.0,5094606.227486543,10996070.404864855,0.0,0.0
27368,5682,0.0,0.0,112018065.29979292,0.0,0.0
27369,5682,0.0,0.0,3422311.301061564,4816300.972821736,0.0
27370,5682,3394859.481598405,0.0,0.0,8915997.281636965,0.0
27371,5682,0.0,9011797.933505664,307291019.35198045,0.0,0.0
27372,5682,0.0,0.0,0.0,5125751.530424044,0.0
27373,5682,0.0,0.0,0.0,0.0,0.0
27374,5682,0.0,5061129.696892219,0.0,0.0,0.0
27375,5682,0.0,0.0,12696488.733119234,16066527.471781384,0.0
27376,5682,0.0,8981143.307992885,16995808.929276735,0.0,0.0
27377,5682,0.0,696791.9181875668,17130228.8472702,0.0,0.0
27378,5682,0.0,1117300.4576573323,2109776.423127485,0.0,0.0
27379,5682,0.0,0.0,751741.7340981506,0.0,0.0
27380,5682,0.0,321777.9921705423,2135607.4727864643,572739.6369118236,0.0
27381,5682,1307289.8777246966,0.0,0.0,0.0,0.0
27382,5682,0.0,0.0,54592067.13044298,0.0,0.0
27383,5682,0.0,17100985.157807015,64849235.44806375,0.0,0.0
27384,5682,0.0,0.0,14018687.971129134,547676.2012229282,0.0
27385,5682,0.0,5190309.18104319,0.0,5124216.805028208,0.0
27386,5682,0.0,513792.9308651552,27580713.040274315,1401991.154736471,0.0
27387,5682,0.0,6667319.629014645,12624039.775240015,0.0,0.0
27388,5682,0.0,0.0,0.0,748016.8576007568,0.0
27389,5682,0.0,0.0,0.0,99393.29165416808,12652794.80871165
27390,5682,0.0,2445478.393974976,4610918.707215812,0.0,0.0
27391,5682,0.0,1121971.9973987376,0.0,1166930.0216461038,0.0
27392,5682,0.0,2369318.417762954,0.0,0.0,0.0
27393,5682,0.0,0.0,0.0,1204384.39997358,0.0
27394,5682,0.0,0.0,0.0,0.0,0.0
27395,5682,0.0,0.0,0.0,1219151.522707412,0.0
27396,5682,0.0,0.0,0.0,411924.4791020237,0.0
27397,5682,0.0,681466.2422528161,24060444.297050744,0.0,0.0
27398,5682,0.0,0.0,3635894.966062104,331718.2587602088,0.0
27399,5682,0.0,0.0,33220871.747235645,0.0,0.0
27400,5682,0.0,3079517.6087596016,966614.7983995448,904040.1743776392,0.0
27401,5682,1798986.6714820813,0.0,1308744.9531256794,35628953.320313655,0.0
27402,5682,4403819.820881716,6664152.662096236,0.0,3747313.724056463,0.0
27403,5682,4491846.6500642765,0.0,5839951.022438314,0.0,0.0
27404,5682,4292389.502197195,0.0,48226274.25587544,331725.8511117264,0.0
27405,5682,2678317.41129406,0.0,7910792.509594391,0.0,0.0
27406,5682,0.0,2415439.0508332094,1291622.0324038663,1174158.6901820626,0.0
27407,5682,5669990.336667931,5157807.285407385,0.0,0.0,0.0
27408,5682,0.0,0.0,9889928.262955222,28048653.43932206,0.0
27409,5682,6108080.634315909,19513002.60990884,0.0,48044097.53241503,0.0
27410,5682,0.0,4173255.79210574,0.0,0.0,0.0
27411,5682,0.0,4193979.868879193,0.0,0.0,0.0
27412,5682,3400019.612809847,5167554.484747585,0.0,8594094.198105939,0.0
27413,5682,0.0,0.0,0.0,5008272.84387745,0.0
27414,5682,0.0,5075241.66172287,0.0,0.0,0.0
27415,5682,0.0,322099.4742684069,4470375.491280278,2862384.956993379,0.0
27416,5682,0.0,4158511.739983431,0.0,0.0,10018899.561117103
27417,5682,0.0,4190834.214945374,11309487.765695076,0.0,0.0
27418,5682,0.0,0.0,2152049.3693838334,3063197.464536109,0.0
27419,5682,0.0,15780639.85695494,27509060.760809798,0.0,0.0
27420,5682,0.0,316269.0729679968,0.0,0.0,0.0
27421,5682,0.0,25012776.84213649,0.0,133590.08872722712,0.0
27422,5682,0.0,6699365.876694897,33373987.625068203,0.0,0.0
27423,5682,0.0,0.0,0.0,960818.04306598,0.0
27424,5682,0.0,5184803.742439271,21414025.872507103,6373838.885983468,0.0
27425,5682,0.0,5183472.710001477,0.0,288732.587284266,0.0
27426,5682,0.0,2434803.305242801,1302406.002157098,0.0,19941273.96908178
27427,5682,0.0,2702807.675632621,7910034.880752797,0.0,0.0
27428,5682,0.0,5104354.134112171,4463713.755465853,863011.421016351,0.0
27429,5682,0.0,5151626.021424336,69810205.90318467,0.0,0.0
27430,5682,7171401.108065475,513150.000504895,965469.756044436,535567.2409128938,0.0
27431,5682,0.0,0.0,2144910.3852803074,251770.43535277143,0.0
27432,5682,822722.6935455174,0.0,2136632.374975171,2215185.275794452,0.0
27433,5682,0.0,1932987.3402054408,0.0,1206043.322515321,0.0
27434,5682,0.0,0.0,27611548.28613127,38567116.51350988,0.0
27435,5682,0.0,5935067.478657583,0.0,0.0,0.0
27436,5682,0.0,3104297.547987045,0.0,16377732.674382828,0.0
27437,5682,0.0,0.0,40548906.20118445,12525177.209837176,0.0
27438,5682,0.0,0.0,17146621.09094753,0.0,0.0
27439,5682,0.0,1129933.0067019814,0.0,0.0,0.0
27440,5682,0.0,0.0,0.0,0.0,0.0
27441,5682,0.0,0.0,960885.3269073496,32266205.681123592,0.0
27442,5682,5981487.422476232,4156665.5601344407,7728562.37151242,28640017.397290364,0.0
27443,5682,0.0,3069562.884583773,33242391.438285924,0.0,2302351.670589468
27444,5682,0.0,1131811.2565393064,7920969.168360945,0.0,5454704.191879468
27445,5682,0.0,401221.80725219205,9880964.412701908,292349.48724920885,0.0
27446,5682,0.0,9006986.34323049,30117600.5663243,21314042.79901473,0.0
27447,5682,0.0,0.0,0.0,0.0,0.0
27448,5682,0.0,396574.603253264,9777800.468238035,114184.2719424958,0.0
27449,5682,0.0,1407785.4388147062,753007.0917974141,722827.5720081879,0.0
27450,5682,0.0,0.0,2132011.064778031,0.0,0.0
27451,5682,0.0,0.0,0.0,2395702.6149001746,0.0
27452,5682,0.0,322626.209104638,2141653.192535596,2101682.337764749,0.0
27453,5682,0.0,2390926.168276859,171201833.01394564,0.0,0.0
27454,5682,0.0,3061094.1925468245,0.0,33836325.73298159,0.0
27455,5682,3321981.680275539,0.0,13990672.681798495,19317242.97697839,0.0
27456,5682,0.0,0.0,0.0,1205930.7117364523,0.0
27457,5682,0.0,0.0,0.0,98577.98249976205,0.0
27458,5682,0.0,0.0,0.0,0.0,0.0
27459,5682,0.0,0.0,2661514.951187635,0.0,0.0
27460,5682,0.0,317641.8886116608,0.0,1162738.0314667472,0.0
27461,5682,0.0,0.0,0.0,124059.51998703764,0.0
27462,5682,0.0,1405900.8982549305,751082.768087693,0.0,0.0
27463,5682,0.0,0.0,27498083.91568764,0.0,0.0
27464,5682,0.0,0.0,604645.1646776885,1908412.4722753412,0.0
27465,5682,0.0,0.0,22272757.98255138,20561574.40445128,0.0
27466,5682,0.0,0.0,22265633.906051137,0.0,0.0
27467,5682,0.0,0.0,0.0,48500374.99232213,0.0
27468,5682,0.0,0.0,3426611.575087924,567856.8406451446,0.0
27469,5682,0.0,4176271.826339513,0.0,0.0,0.0
27470,5682,0.0,7332083.493009685,0.0,0.0,0.0
27471,5682,0.0,0.0,33593201.92581827,0.0,0.0
27472,5682,0.0,0.0,0.0,125318.94014061875,0.0
27473,5682,1724803.987769859,0.0,64563513.3886902,0.0,0.0
27474,5682,0.0,1134921.510068826,17318875.49982346,0.0,0.0
27475,5682,0.0,686146.8670573434,4570815.249706599,0.0,28674828.37705508
27476,5682,0.0,0.0,0.0,759325.1268272267,0.0
27477,5682,0.0,6615575.726380115,0.0,950327.1792550276,0.0
27478,5682,0.0,7380908.739048975,0.0,0.0,0.0
27479,5682,0.0,0.0,0.0,34200450.448461816,0.0
27480,5682,0.0,4293104.352020323,0.0,1831160.653321519,0.0
27481,5682,0.0,6578634.654002173,5758956.352773222,0.0,0.0
27482,5682,0.0,0.0,3392329.2929660613,0.0,0.0
27483,5682,0.0,0.0,2152049.3693838334,0.0,0.0
27484,5682,0.0,0.0,743089.840434107,294862.45052662666,0.0
27485,5682,0.0,0.0,0.0,33851873.790713206,0.0
27486,5682,0.0,0.0,3395177.1257544784,0.0,0.0
27487,5682,0.0,0.0,17108308.027872577,67213107.08128898,0.0
27488,5682,1343256.2677459433,0.0,3431278.7322882405,2001169.2644373283,0.0
27489,5682,0.0,0.0,747432.0905402052,11946422.247088188,0.0
27490,5682,0.0,0.0,5854627.765473365,0.0,12314181.026092742
27491,5682,0.0,0.0,1297052.6726766513,0.0,0.0
27492,5682,0.0,0.0,0.0,343992.9824146305,0.0
27493,5682,0.0,0.0,44818395.68324077,4042613.254945329,0.0
27494,5682,0.0,0.0,1308751.5309277098,9086294.544347016,0.0
27495,5682,3356795.149920103,0.0,0.0,0.0,0.0
27496,5682,0.0,1409132.1960239564,0.0,313251.59806799225,63483614.75468899
27497,5682,0.0,2426913.88668467,32452927.574486785,0.0,0.0
27498,5682,78252040.97693697,9818162.735644544,0.0,10675997.72223425,0.0
27499,5682,625701245.6234221,0.0,0.0,0.0,0.0
27500,5682,20903313.22132215,0.0,0.0,0.0,0.0
27501,5682,625175884.039321,0.0,0.0,0.0,0.0
27502,5682,301548738.0446758,0.0,0.0,0.0,0.0
27503,5682,23169915.12831216,4101383.848821087,0.0,7055451.418385143,0.0
27504,5682,625369626.328408,0.0,0.0,0.0,0.0
27505,5682,775344849.3905027,0.0,0.0,3284401.4930576244,0.0
27506,5682,775457475.9449457,0.0,0.0,0.0,0.0
27507,5682,625175884.039321,0.0,0.0,0.0,0.0
27508,5682,625701245.6234221,0.0,0.0,0.0,0.0
27509,5682,431123943.7793748,0.0,0.0,0.0,0.0
27510,5682,33038671.37248862,57310958.38090245,0.0,0.0,0.0
27511,5682,625620596.8715124,19951687.966839373,0.0,0.0,0.0
27512,5682,28593504.86979413,5031951.584288795,0.0,0.0,0.0
27513,5682,9193476.466643227,315537.0203532276,0.0,1076713.900293933,0.0
27514,5682,625237780.3855298,0.0,0.0,0.0,0.0
27515,5682,41021463.20184069,0.0,0.0,11745597.315224092,0.0
27516,5682,20970387.79586036,0.0,0.0,0.0,0.0
27517,5682,50496334.92065393,762719.8034692863,0.0,4889089.93124036,0.0
27518,5682,430792051.9442278,0.0,0.0,0.0,0.0
27519,5682,18861446.78148216,15373945.79490273,0.0,0.0,0.0
27520,5682,508312722.2989265,0.0,0.0,0.0,0.0
27521,5682,23944863.28707452,0.0,0.0,0.0,0.0
27522,5682,625629920.9333766,7519691.731966239,0.0,0.0,0.0
27523,5682,112432294.20117462,0.0,0.0,0.0,0.0
27524,5682,428918372.5466021,0.0,0.0,0.0,0.0
27525,5682,625421800.3875464,5201380.126926417,0.0,0.0,0.0
27526,5682,15093507.727054115,0.0,0.0,0.0,0.0
27527,5682,164021873.1610359,3908549.247544764,0.0,0.0,0.0
27528,5682,625668862.0372674,0.0,0.0,0.0,0.0
27529,5682,62845232.6208052,248576946.25058827,0.0,0.0,0.0
27530,5682,624963574.6713631,0.0,0.0,0.0,0.0
27531,5682,776066410.4972358,0.0,0.0,0.0,0.0
27532,5682,242845185.74267688,0.0,0.0,0.0,0.0
27533,5682,112697857.21059623,0.0,0.0,0.0,0.0
27534,5682,395209727.0379178,0.0,0.0,0.0,0.0
27535,5682,23028489.377180416,0.0,0.0,0.0,0.0
27536,5682,625230223.6137441,0.0,0.0,0.0,0.0
27537,5682,775387658.1650273,0.0,0.0,0.0,12849602.963375138
27538,5682,775131508.2610433,0.0,0.0,318863.4822276582,0.0
27539,5682,28080832.05679037,0.0,0.0,6589064.434840905,0.0
27540,5682,775434666.8718529,376130.27051491215,0.0,0.0,0.0
27541,5682,571148476.8418221,0.0,0.0,0.0,0.0
27542,5682,625272458.4938071,0.0,0.0,0.0,0.0
27543,5682,625287537.7215655,0.0,0.0,0.0,0.0
27544,5682,775519481.9087193,0.0,0.0,0.0,0.0
27545,5682,775930196.7954087,0.0,0.0,0.0,0.0
27546,5682,41238342.55081047,0.0,0.0,2827294.862273542,0.0
27547,5682,625404414.1026409,0.0,0.0,0.0,0.0
27548,5682,625361483.731952,19990806.219050087,0.0,0.0,0.0
27549,5682,128036364.5241036,0.0,0.0,0.0,0.0
27550,5682,430637085.9584954,0.0,0.0,0.0,0.0
27551,5682,41133195.74424071,0.0,0.0,0.0,0.0
27552,5682,19233255.24158388,1369821.4651024248,0.0,0.0,0.0
27553,5682,20635784.781880744,4459529.565582724,0.0,0.0,0.0
27554,5682,775457475.9449457,0.0,0.0,0.0,0.0
27555,5682,128222082.76878226,0.0,0.0,0.0,0.0
27556,5682,9421390.249666434,0.0,0.0,0.0,0.0
27557,5682,775687890.540577,367466.2777355408,0.0,0.0,0.0
27558,5682,11459289.264444094,0.0,0.0,7185111.238615919,0.0
27559,5682,11707170.849006644,3309831.186085381,0.0,0.0,0.0
27560,5682,32999242.203336567,12890929.733603906,0.0,2627255.278630508,0.0
27561,5682,243022878.25238916,0.0,0.0,0.0,0.0
27562,5682,22622739.03027491,308765.5058377789,0.0,0.0,0.0
27563,5682,41179016.86138716,0.0,0.0,2656884.786098569,0.0
27564,5682,9328714.14891174,0.0,0.0,314231.89435492,11861919.432991711
27565,5682,158913287.996197,1304167.1979276403,0.0,0.0,0.0
27566,5682,625210498.7653899,0.0,0.0,0.0,0.0
27567,5682,159270792.45791128,0.0,0.0,0.0,0.0
27568,5682,23003886.353777763,0.0,0.0,0.0,0.0
27569,5682,508414048.075186,0.0,0.0,0.0,0.0
27570,5682,40989563.16935448,0.0,0.0,0.0,0.0
27571,5682,395967881.446072,0.0,0.0,0.0,0.0
27572,5682,15640459.605404366,0.0,0.0,0.0,0.0
27573,5682,775561232.1782036,0.0,0.0,0.0,0.0
27574,5682,15232457.50194806,0.0,0.0,0.0,0.0
27575,5682,159344205.80779186,0.0,0.0,620352.0392342348,0.0
27576,5682,28764448.84908092,1918445.4338856784,0.0,0.0,0.0
27577,5682,775930358.7289461,0.0,0.0,0.0,0.0
27578,5682,775857715.3167033,0.0,0.0,0.0,0.0
27579,5682,775762453.4814608,0.0,0.0,0.0,0.0
27580,5682,380474591.0284219,0.0,0.0,0.0,0.0
27581,5682,625475096.4175878,0.0,0.0,0.0,0.0
27582,5682,15661580.892901752,1369821.4651024248,0.0,0.0,0.0
27583,5682,531827041.502657,0.0,0.0,0.0,0.0
27584,5682,625652406.2921952,0.0,0.0,0.0,0.0
27585,5682,28361320.9515532,0.0,0.0,1466432.0980920056,0.0
27586,5682,204077622.879121,1355834.5422778958,0.0,0.0,0.0
27587,5682,625583727.978549,9531330.385668376,0.0,0.0,0.0
27588,5682,775322596.9112931,0.0,0.0,0.0,0.0
27589,5682,625373554.4590852,0.0,0.0,1076740.6246783414,0.0
27590,5682,775205578.4758494,0.0,0.0,0.0,0.0
27591,5682,775762453.4814608,0.0,0.0,0.0,0.0
27592,5682,11157148.280473247,13373664.289853986,0.0,0.0,0.0
27593,5682,12597830.00362688,5066657.86776478,0.0,0.0,0.0
27594,5682,19094764.56087978,36124830.3004445,0.0,0.0,0.0
27595,5682,624870901.7288442,0.0,0.0,0.0,0.0
27596,5682,33404809.877365768,72688040.79742353,0.0,0.0,0.0
27597,5682,159083641.55768785,1371665.7930109324,0.0,2861936.0235329447,0.0
27598,5682,159308106.6627875,0.0,0.0,0.0,0.0
27599,5682,774963195.2562573,0.0,0.0,0.0,0.0
27600,5682,9424139.991746897,133805842.6452793,0.0,0.0,0.0
27601,5682,8684797.060952868,1878409.041502097,0.0,0.0,0.0
27602,5682,775413755.0685893,0.0,0.0,0.0,0.0
27603,5682,775457475.9449457,373002.51102369593,0.0,0.0,0.0
27604,5682,776048502.9452956,1160285.0157610592,0.0,0.0,0.0
27605,5682,775994311.8889107,0.0,0.0,0.0,0.0
27606,5682,19055113.534489483,0.0,0.0,0.0,0.0
27607,5682,66097252.90605818,0.0,0.0,0.0,0.0
27608,5682,775516387.9287025,0.0,0.0,0.0,0.0
27609,5682,8790145.420223221,0.0,0.0,0.0,0.0
27610,5682,23254189.9569299,0.0,0.0,0.0,0.0
27611,5682,242924534.31603265,0.0,0.0,1826651.6006666936,0.0
27612,5682,243184335.4527231,0.0,0.0,0.0,0.0
27613,5682,301079645.0625285,0.0,0.0,0.0,0.0
27614,5682,625475096.4175878,0.0,0.0,0.0,0.0
27615,5682,775179368.3070493,0.0,0.0,0.0,0.0
27616,5682,19352355.89079059,0.0,0.0,0.0,0.0
27617,5682,65388931.65849118,0.0,0.0,0.0,0.0
27618,5682,775923151.5681492,0.0,0.0,3927649.301813467,0.0
27619,5682,625152541.5019271,1079497.059825866,0.0,1020081.311604191,0.0
27620,5682,44825462.01083621,103580863.55703844,0.0,0.0,0.0
27621,5682,301085924.19450825,0.0,0.0,0.0,0.0
27622,5682,8628355.268737454,0.0,0.0,821873.0984250444,0.0
27623,5682,625620596.8715124,0.0,0.0,0.0,0.0
27624,5682,775985151.1451461,0.0,0.0,0.0,0.0
27625,5682,33240509.792548176,0.0,0.0,3497593.1951641403,0.0
27626,5682,62459439.20855175,5568285.997276992,0.0,0.0,0.0
27627,5682,10616947.333862863,5079015.9761358,0.0,0.0,0.0
27628,5682,91134806.41348228,0.0,0.0,0.0,0.0
27629,5682,55273878.81517106,374503.4456815548,0.0,0.0,0.0
27630,5682,775434666.8718529,0.0,0.0,0.0,9164218.11471095
27631,5682,21153358.61889217,52219027.62796028,0.0,0.0,0.0
27632,5682,10748751.50440506,5099549.625889707,0.0,11901342.386081643,0.0
27633,5682,41238342.55081047,19143778.337540336,0.0,0.0,0.0
27634,5682,625445909.8622117,1079089.5695715211,0.0,0.0,0.0
27635,5682,32909924.1742558,0.0,0.0,0.0,0.0
27636,5682,460631008.8456916,0.0,0.0,0.0,0.0
27637,5682,19366978.330454536,0.0,0.0,0.0,0.0
27638,5682,77602685.15846848,69746219.099154,0.0,0.0,0.0
27639,5682,203251746.79974648,0.0,0.0,0.0,0.0
27640,5682,33012981.69353545,0.0,0.0,0.0,0.0
27641,5682,775986861.6318655,0.0,0.0,0.0,0.0
27642,5682,55393990.1052976,0.0,0.0,0.0,0.0
27643,5682,319380756.3197535,0.0,0.0,509202.70595990354,0.0
27644,5682,775426839.5318031,0.0,0.0,0.0,0.0
27645,5682,625418922.9319973,0.0,0.0,0.0,0.0
27646,5682,9424139.991746897,7837097.341343731,0.0,0.0,0.0
27647,5682,91096482.70270029,14888598.274104066,0.0,0.0,0.0
27648,5682,624934459.8895926,0.0,0.0,0.0,0.0
27649,5682,508656707.3717861,0.0,0.0,0.0,0.0
27650,5682,775726167.5857793,0.0,0.0,0.0,0.0
27651,5682,625457158.449764,0.0,0.0,0.0,0.0
27652,5682,625457158.449764,0.0,0.0,1627135.5360694514,0.0
27653,5682,625317597.1557376,0.0,0.0,0.0,0.0
27654,5682,775043751.8099511,0.0,0.0,0.0,0.0
27655,5682,33382581.65764296,4059545.8075622474,0.0,0.0,0.0
27656,5682,625458742.1978397,0.0,0.0,311081.9270024799,0.0
27657,5682,625678724.0686877,0.0,0.0,0.0,0.0
27658,5682,625169400.9745275,0.0,0.0,0.0,0.0
27659,5682,625168630.8126433,0.0,0.0,0.0,0.0
27660,5682,775339179.372086,0.0,0.0,0.0,0.0
27661,5682,15642877.232845357,0.0,0.0,0.0,0.0
27662,5682,91346108.03563865,1043701.6255171248,0.0,0.0,0.0
27663,5682,33402105.428325538,0.0,0.0,349555.1685780161,0.0
27664,5682,12959707.87153114,313289.1369122234,0.0,1860076.367960928,0.0
27665,5682,15518489.738596749,0.0,0.0,0.0,0.0
27666,5682,774976186.9820921,0.0,0.0,0.0,0.0
27667,5682,10838403.587452786,0.0,0.0,3391443.527026952,0.0
27668,5682,41203991.831340805,2742645.4597910014,0.0,0.0,0.0
27669,5682,77910088.29091153,5886964.738745081,0.0,0.0,0.0
27670,5682,9482874.18058162,0.0,0.0,0.0,0.0
27671,5682,775438107.7278187,0.0,0.0,0.0,0.0
27672,5682,625039703.7770987,0.0,0.0,0.0,0.0
27673,5682,775394055.6919007,1305882.3746810865,0.0,0.0,0.0
27674,5682,775985151.1451461,0.0,0.0,0.0,0.0
27675,5682,775923151.5681492,0.0,0.0,0.0,0.0
27676,5682,19255451.46043745,10702337.835338488,0.0,0.0,0.0
27677,5682,625308732.0755475,0.0,0.0,0.0,0.0
27678,5682,775238117.4156193,0.0,0.0,0.0,0.0
27679,5682,775805385.245301,0.0,0.0,0.0,0.0
