,policy,A.1_Expected Annual Damage,A.2_Expected Annual Damage,A.3_Expected Annual Damage,A.4_Expected Annual Damage,A.5_Expected Annual Damage
25754,5682,48976493.32506414,222855355.4212643,0.0,28062287.38073261,0.0
25755,5682,1346471397.225951,0.0,0.0,0.0,0.0
25756,5682,135208486.0687659,0.0,0.0,26178856.74601741,0.0
25757,5682,1278484750.7760751,0.0,0.0,0.0,0.0
25758,5682,19254692.194783676,0.0,3276019.72607186,0.0,0.0
25759,5682,48931862.85851454,0.0,44216182.24330263,660417.4797099684,0.0
25760,5682,14374139.26172022,6588026.465568053,0.0,0.0,0.0
25761,5682,998726755.6051255,0.0,0.0,0.0,0.0
25762,5682,999545444.024006,0.0,0.0,0.0,0.0
25763,5682,1345027643.133308,0.0,0.0,0.0,0.0
25764,5682,24330115.97627847,6534763.173376973,0.0,15166005.66834119,0.0
25765,5682,999140912.9746634,0.0,0.0,0.0,0.0
25766,5682,685341443.5226474,480924.4428455319,0.0,0.0,0.0
25767,5682,52356829.7194128,0.0,0.0,0.0,0.0
25768,5682,999423091.9274344,0.0,0.0,0.0,0.0
25769,5682,1345970070.9718652,0.0,0.0,0.0,0.0
25770,5682,819574719.652137,0.0,0.0,0.0,0.0
25771,5682,275746289.08858025,0.0,0.0,0.0,0.0
25772,5682,52590347.72497499,0.0,0.0,150972.79478038178,0.0
25773,5682,22946623.30000837,0.0,0.0,0.0,0.0
25774,5682,195616954.72624156,0.0,0.0,0.0,0.0
25775,5682,6744573.788293527,9360031.040493784,0.0,1935510.5943765624,18812043.15299979
25776,5682,65895018.39356461,0.0,0.0,0.0,0.0
25777,5682,999423091.9274344,0.0,0.0,0.0,0.0
25778,5682,999532894.969197,0.0,0.0,1824503.8393073631,0.0
25779,5682,1344985899.5088954,0.0,0.0,0.0,0.0
25780,5682,18638694.81222752,0.0,0.0,0.0,0.0
25781,5682,998619302.272466,0.0,0.0,0.0,0.0
25782,5682,146165409.7616953,0.0,0.0,0.0,0.0
25783,5682,1345870047.908158,0.0,0.0,0.0,0.0
25784,5682,1345626731.7103655,0.0,0.0,0.0,0.0
25785,5682,998709894.7433976,0.0,0.0,0.0,0.0
25786,5682,1346344030.010373,0.0,0.0,7217529.760445887,0.0
25787,5682,33265724.25204234,62937788.15110256,0.0,32362812.48284054,0.0
25788,5682,998413469.2402804,481911.5589099534,0.0,0.0,0.0
25789,5682,197148856.6438979,0.0,0.0,0.0,0.0
25790,5682,387904822.5120421,0.0,0.0,0.0,0.0
25791,5682,71811186.01287678,0.0,0.0,0.0,0.0
25792,5682,14634648.111969484,0.0,0.0,155887.80192263387,0.0
25793,5682,1346266379.359468,0.0,0.0,0.0,0.0
25794,5682,14519042.617073163,115654723.88609593,0.0,51241888.39209526,0.0
25795,5682,388229235.9935309,0.0,0.0,0.0,0.0
25796,5682,13547969.4090785,1247148.3043223296,0.0,0.0,0.0
25797,5682,387659662.2286532,0.0,0.0,0.0,0.0
25798,5682,999318211.2500166,102622817.78397147,0.0,0.0,0.0
25799,5682,49143660.55122736,89606424.20240903,0.0,0.0,0.0
25800,5682,14204832.770115698,0.0,0.0,0.0,0.0
25801,5682,20703841.66494828,0.0,0.0,6524401.648133608,0.0
25802,5682,71117274.66921893,0.0,0.0,0.0,0.0
25803,5682,71039757.0753814,3095213.167077995,0.0,0.0,0.0
25804,5682,388569885.4660638,0.0,0.0,128528.18869659296,0.0
25805,5682,14360022.097047769,6589551.92054126,0.0,0.0,0.0
25806,5682,71655718.52608496,0.0,0.0,0.0,0.0
25807,5682,999140912.9746634,0.0,0.0,0.0,1014334.0618433366
25808,5682,70183701.70066634,0.0,1270276.2707869508,0.0,0.0
25809,5682,1344996897.5982554,0.0,0.0,0.0,0.0
25810,5682,19178839.420142803,123597383.62870888,0.0,0.0,0.0
25811,5682,145786491.31723142,0.0,3319285.3268662174,0.0,0.0
25812,5682,998363289.8974077,0.0,0.0,0.0,0.0
25813,5682,146359149.0109751,0.0,0.0,0.0,0.0
25814,5682,684620682.8129551,497976.130047567,0.0,14840340.58261802,0.0
25815,5682,53151325.87027565,0.0,0.0,0.0,0.0
25816,5682,999513915.4041054,0.0,0.0,0.0,0.0
25817,5682,1346391863.8005044,8398624.581659134,0.0,0.0,0.0
25818,5682,998576557.6808732,0.0,0.0,0.0,0.0
25819,5682,19940690.950452752,0.0,0.0,0.0,0.0
25820,5682,999201996.304139,0.0,0.0,4406705.242691554,0.0
25821,5682,48446013.532727405,0.0,0.0,171118.09105538644,0.0
25822,5682,262225122.60543075,0.0,0.0,0.0,0.0
25823,5682,50204228.02788591,157179844.03300017,0.0,0.0,0.0
25824,5682,8986934.433934296,9256751.339064842,0.0,2721722.826292784,0.0
25825,5682,14453629.325629417,0.0,0.0,0.0,0.0
25826,5682,998771665.5789944,483476.9106319379,0.0,0.0,0.0
25827,5682,1345132465.741807,0.0,0.0,0.0,0.0
25828,5682,522208431.3922151,0.0,0.0,0.0,0.0
25829,5682,998682221.3643492,0.0,0.0,0.0,0.0
25830,5682,1345347293.7166035,0.0,0.0,0.0,0.0
25831,5682,522521843.4378772,0.0,0.0,635117.7541855093,0.0
25832,5682,998489136.7615024,0.0,0.0,0.0,0.0
25833,5682,1345693102.446083,665400.1945421849,0.0,0.0,0.0
25834,5682,999117734.3267562,0.0,0.0,0.0,0.0
25835,5682,1344361179.7525234,0.0,0.0,0.0,0.0
25836,5682,204823815.23816776,0.0,0.0,0.0,0.0
25837,5682,523286975.5280159,0.0,0.0,0.0,0.0
25838,5682,999062158.9560196,0.0,0.0,0.0,0.0
25839,5682,1277787608.117138,0.0,0.0,0.0,0.0
25840,5682,14362066.905761372,0.0,33144300.944880903,705796.8203224821,0.0
25841,5682,6859964.912269785,3049585.881876502,225602457.41597944,0.0,0.0
25842,5682,20206131.20606565,0.0,0.0,8716245.680278378,0.0
25843,5682,998854792.1715976,0.0,0.0,0.0,0.0
25844,5682,685595149.0573071,0.0,0.0,0.0,0.0
25845,5682,145282191.94487476,0.0,0.0,0.0,0.0
25846,5682,999404198.0442976,0.0,0.0,0.0,0.0
25847,5682,33112885.813783165,0.0,0.0,45978904.665379,0.0
25848,5682,29865170.7684472,2358642.075862917,0.0,31848168.533863977,0.0
25849,5682,36390480.33755193,0.0,0.0,0.0,0.0
25850,5682,387715973.7271602,3080685.824220105,0.0,0.0,0.0
25851,5682,998363289.8974077,0.0,0.0,1265026.2275469,0.0
25852,5682,999555959.490506,0.0,0.0,0.0,0.0
25853,5682,66696544.08741011,166543660.7113251,0.0,0.0,0.0
25854,5682,70818881.83456025,0.0,0.0,0.0,0.0
25855,5682,998314362.1269804,0.0,0.0,0.0,0.0
25856,5682,1345895587.2542706,278002499.63051665,0.0,0.0,0.0
25857,5682,30538867.26602978,0.0,0.0,324688.408587908,0.0
25858,5682,52590542.811892286,502611.23579623486,0.0,0.0,0.0
25859,5682,998413469.2402804,0.0,0.0,16995961.749768097,0.0
25860,5682,1345171072.2939017,0.0,0.0,0.0,0.0
25861,5682,998745334.7327363,493398.9418450871,5698252.319396012,1684155.702718473,0.0
25862,5682,999453502.3536214,0.0,0.0,0.0,0.0
25863,5682,522242405.4441152,0.0,0.0,0.0,0.0
25864,5682,14362066.905761372,39710213.58167116,0.0,1306823.6293649536,0.0
25865,5682,89482281.70262945,52850164.01903091,0.0,0.0,0.0
25866,5682,71357131.02143104,0.0,0.0,77517258.34036502,0.0
25867,5682,96310471.59496172,0.0,0.0,0.0,0.0
25868,5682,998884978.4427786,0.0,0.0,0.0,0.0
25869,5682,135905541.7888793,0.0,0.0,31630468.926825937,0.0
25870,5682,998378316.7115868,0.0,0.0,0.0,0.0
25871,5682,77287518.17142354,0.0,0.0,0.0,0.0
25872,5682,1345946136.3285832,12392461.22942727,0.0,0.0,0.0
25873,5682,71363323.1324758,0.0,1257840.864828648,0.0,0.0
25874,5682,1345992874.3491588,0.0,0.0,0.0,0.0
25875,5682,19881094.766665094,7987041.228878725,0.0,6183045.87753517,0.0
25876,5682,11080286.824976142,2387709.6039865306,0.0,0.0,0.0
25877,5682,13657654.652758509,0.0,0.0,0.0,0.0
25878,5682,14178095.241343532,0.0,0.0,340998.8165348629,0.0
25879,5682,41054924.48191307,0.0,0.0,0.0,0.0
25880,5682,1346174387.6071153,0.0,0.0,0.0,0.0
25881,5682,52333321.15144974,0.0,0.0,0.0,0.0
25882,5682,71866520.30453113,0.0,0.0,0.0,0.0
25883,5682,1345047799.014547,0.0,0.0,0.0,0.0
25884,5682,71778195.49930626,0.0,0.0,0.0,0.0
25885,5682,100101415.80861354,0.0,0.0,590640.1252282681,0.0
25886,5682,20254518.344044637,0.0,0.0,0.0,0.0
25887,5682,746184144.0164857,5589602.0808926895,0.0,0.0,0.0
25888,5682,19615918.578242183,7200604.606458946,0.0,0.0,0.0
25889,5682,1346217552.3614464,0.0,0.0,0.0,0.0
25890,5682,999451299.285468,0.0,0.0,0.0,0.0
25891,5682,49518507.99257232,0.0,0.0,0.0,0.0
25892,5682,818934024.5947723,4473882.37314096,0.0,0.0,0.0
25893,5682,1345895587.2542706,0.0,0.0,0.0,0.0
25894,5682,522261583.5047888,0.0,0.0,0.0,0.0
25895,5682,1346373245.0802135,0.0,0.0,0.0,0.0
25896,5682,1345581122.7370434,0.0,0.0,4833236.717133287,0.0
25897,5682,1345949544.4590597,0.0,0.0,1299920.3993805093,0.0
25898,5682,96886364.91278917,0.0,0.0,703519.5688977528,0.0
25899,5682,1345963100.938675,0.0,0.0,0.0,0.0
25900,5682,20048687.52564044,0.0,0.0,0.0,0.0
25901,5682,998839455.499995,0.0,0.0,0.0,0.0
25902,5682,15036526.80987187,0.0,0.0,369321.6491349485,0.0
25903,5682,999423091.9274344,0.0,0.0,0.0,0.0
25904,5682,999453502.3536214,0.0,0.0,498922.47715441126,0.0
25905,5682,998447227.3440572,0.0,0.0,0.0,0.0
25906,5682,275875650.7670913,12044773.945651516,0.0,12959333.484342596,0.0
25907,5682,1344968870.3472643,0.0,0.0,0.0,0.0
25908,5682,71478012.9793292,8741727.248906549,0.0,0.0,0.0
25909,5682,388181001.77205753,0.0,0.0,0.0,0.0
25910,5682,14670245.658549603,0.0,0.0,0.0,0.0
25911,5682,521711492.8596183,8626771.517763827,0.0,0.0,0.0
25912,5682,71056823.31610358,0.0,0.0,0.0,0.0
25913,5682,999451299.285468,0.0,0.0,0.0,0.0
25914,5682,1346243956.790346,7664205.368796732,0.0,0.0,0.0
25915,5682,998681741.8597716,0.0,0.0,0.0,0.0
25916,5682,11023167.818854738,8870431.281939099,0.0,1092705.9538699295,0.0
25917,5682,1344915679.5337849,0.0,0.0,0.0,0.0
25918,5682,998497301.510854,0.0,0.0,0.0,0.0
25919,5682,1345984737.7550116,0.0,0.0,7392903.640576256,0.0
25920,5682,9314569.01702755,1772585.201221949,0.0,49160871.29504717,0.0
25921,5682,999081592.7130804,0.0,0.0,0.0,0.0
25922,5682,52431059.0588022,0.0,0.0,0.0,0.0
25923,5682,999184026.0707088,0.0,0.0,0.0,0.0
25924,5682,523059111.16052526,0.0,4461662.648977486,0.0,0.0
25925,5682,998212633.6404668,0.0,0.0,0.0,0.0
25926,5682,1345581122.7370434,0.0,0.0,0.0,0.0
25927,5682,998380799.9101014,0.0,0.0,13286729.453920264,0.0
25928,5682,1345027643.133308,0.0,0.0,0.0,0.0
25929,5682,998321537.0820245,0.0,0.0,776746.5004297164,3307842.8183154743
25930,5682,19434702.268570267,678394.8077842488,0.0,11138748.91903511,0.0
25931,5682,998709894.7433976,0.0,0.0,0.0,0.0
25932,5682,135191586.7893118,0.0,0.0,26867252.68183504,0.0
25933,5682,998261657.7370038,0.0,0.0,0.0,0.0
25934,5682,20075111.962998204,90792516.20870958,0.0,0.0,0.0
25935,5682,9008613.031824913,0.0,0.0,0.0,0.0
25936,5682,76784988.2933132,0.0,0.0,7487769.4298601,0.0
25937,5682,1346355741.962782,0.0,0.0,0.0,0.0
25938,5682,9782163.78226121,0.0,0.0,3236896.118895864,0.0
25939,5682,999380519.3276744,0.0,0.0,0.0,0.0
25940,5682,11361386.260094035,687652.894417528,0.0,892922.0265860519,0.0
25941,5682,18817667.05831864,683782.7367655265,0.0,0.0,0.0
25942,5682,812043194.3267128,0.0,0.0,516745.2020079948,0.0
25943,5682,1345032477.2580738,0.0,0.0,0.0,0.0
25944,5682,388225520.4690974,0.0,0.0,0.0,0.0
25945,5682,20188712.24457767,0.0,0.0,0.0,0.0
25946,5682,274895743.0466056,0.0,0.0,0.0,0.0
25947,5682,1346408767.6416664,16215123.446935352,0.0,0.0,0.0
25948,5682,998807943.9766456,371540218.3626758,0.0,0.0,0.0
25949,5682,71220164.69783078,0.0,0.0,0.0,0.0
25950,5682,387775028.0094246,0.0,0.0,0.0,0.0
25951,5682,1345546481.8510635,0.0,0.0,0.0,0.0
25952,5682,53459913.024467975,24102697.81733081,0.0,20653271.546366736,0.0
25953,5682,262225122.60543075,0.0,0.0,0.0,0.0
25954,5682,746179077.3147955,0.0,0.0,0.0,0.0
25955,5682,1345863855.7971132,8778716.938803727,0.0,4277993.865695262,0.0
25956,5682,1346243956.790346,0.0,0.0,0.0,0.0
25957,5682,1345331003.5727315,0.0,0.0,0.0,0.0
25958,5682,145467111.79837012,0.0,0.0,0.0,0.0
25959,5682,1345824958.8552437,0.0,0.0,0.0,0.0
25960,5682,819718157.5215385,0.0,0.0,0.0,0.0
25961,5682,998884978.4427786,0.0,0.0,796275.6785771104,0.0
25962,5682,20525671.39435958,24905932.19574456,0.0,0.0,0.0
25963,5682,999081592.7130804,0.0,0.0,0.0,0.0
25964,5682,1345872909.5003183,0.0,0.0,0.0,0.0
25965,5682,1346057846.8614943,0.0,0.0,0.0,0.0
25966,5682,998979039.5089148,0.0,0.0,0.0,0.0
25967,5682,998829292.9746832,0.0,0.0,0.0,0.0
25968,5682,70377248.98825774,44552824.55419509,0.0,0.0,0.0
25969,5682,14280039.597399604,0.0,3368215.6681634365,139374.07322446443,0.0
25970,5682,352307903.87724966,0.0,0.0,0.0,0.0
25971,5682,52870041.14399616,18976751.4242309,0.0,0.0,0.0
25972,5682,32609243.13623317,0.0,0.0,0.0,0.0
25973,5682,14591045.765243528,67044059.68270181,0.0,11651453.944101056,0.0
25974,5682,1346163999.4330137,101529778.55827688,0.0,0.0,0.0
25975,5682,1345895587.2542706,4836958.621255556,3160621.538500368,1579817.9940056172,0.0
25976,5682,14793028.00929956,0.0,0.0,26216887.453509208,0.0
25977,5682,53035110.92439805,1754792.34458743,0.0,834124.2704360948,0.0
25978,5682,81045789.99199465,0.0,0.0,0.0,0.0
25979,5682,998752645.0598096,0.0,0.0,0.0,0.0
25980,5682,1345245342.6333203,0.0,0.0,0.0,0.0
25981,5682,20258309.57144297,4091755.749862031,0.0,0.0,0.0
25982,5682,999513915.4041054,0.0,0.0,0.0,0.0
25983,5682,999380519.3276744,155522384.47515786,0.0,0.0,0.0
25984,5682,1345581122.7370434,0.0,0.0,0.0,0.0
25985,5682,52847263.91202313,485008.01995907247,0.0,453956.03543313046,0.0
25986,5682,26204108.842400797,0.0,0.0,0.0,0.0
25987,5682,999380519.3276744,0.0,0.0,0.0,0.0
25988,5682,875177048.0036037,0.0,0.0,0.0,0.0
25989,5682,8113757.280353912,0.0,0.0,15254120.25380824,0.0
25990,5682,20815002.125948597,33774170.21902283,0.0,0.0,0.0
25991,5682,948556646.5385058,0.0,0.0,0.0,0.0
25992,5682,1346266379.359468,0.0,0.0,0.0,0.0
25993,5682,36265840.00980356,0.0,0.0,2418567.9003416123,0.0
25994,5682,113725148.76739664,0.0,0.0,9512900.971924694,0.0
25995,5682,70664347.51821917,0.0,0.0,0.0,0.0
25996,5682,999555959.490506,0.0,0.0,0.0,0.0
25997,5682,31050966.886964284,46899290.96640985,0.0,0.0,0.0
25998,5682,27146579.2491649,0.0,0.0,0.0,0.0
25999,5682,388308041.4215579,1603477.3490885647,0.0,0.0,0.0
26000,5682,72148088.27276203,0.0,0.0,34735791.49116938,0.0
26001,5682,1345603955.7889917,0.0,0.0,0.0,0.0
26002,5682,71233525.32225536,155598900.95364368,0.0,0.0,0.0
26003,5682,261332509.73448697,0.0,0.0,0.0,0.0
26004,5682,1346447581.4514408,0.0,0.0,0.0,0.0
26005,5682,20106726.749284167,33692480.3644934,0.0,1170433.716124355,0.0
26006,5682,9411715.81919146,0.0,0.0,0.0,0.0
26007,5682,41770588.80697721,0.0,64387668.182948425,0.0,0.0
26008,5682,1345963100.938675,0.0,0.0,0.0,0.0
26009,5682,15028690.285234358,0.0,0.0,370781.2466127666,0.0
26010,5682,135774522.5458119,155634594.95971605,0.0,0.0,0.0
26011,5682,999497384.1732596,1714615.7234158716,0.0,13593550.058200257,0.0
